character,keyword,reading,decomposition,spatial,ids,components_detail,tags
蒻,"young rush (Typha japonica), a kind of cattail",ruo4,flower + weak,⿱ (top-bottom),⿱艹弱,"艹 = flower, 弱 = weak",SC::L2
蓣,yam (2),yu4,flower + beforehand,⿱ (top-bottom),⿱艹预,"艹 = flower, 预 = beforehand",SC::L2
椹,a chopping board,shen4,tree + tremendously,⿰ (left-right),⿰木甚,"木 = tree, 甚 = tremendously",SC::L2
楪,small dish,die2,tree + family tree,⿰ (left-right),⿰木枼,"木 = tree, 枼 = family tree",SC::L2
榃,raised path between fields (3),tan2,woods / grove + rice field,⿱ (top-bottom),⿱林田,"林 = woods / grove, 田 = rice field",SC::L2
榅,used in 榲桲|榅桲[wen1 po5],wen1,tree,⿰ (left-right),⿰木昷,木 = tree,SC::L2
楞,used in 楞迦[Leng2 jia1],leng2,tree,⿰ (left-right),⿰木𬙙,木 = tree,SC::L2
楩,tree (6),pian2,tree + convenient / convenience,⿰ (left-right),⿰木便,"木 = tree, 便 = convenient / convenience",SC::L2
榇,Sterculia plantanifolia,chen4,tree + relatives,⿰ (left-right),⿰木亲,"木 = tree, 亲 = relatives",SC::L2
椸,clothes-horse,yi2,tree + execute / alms,⿰ (left-right),⿰木施,"木 = tree, 施 = execute / alms",SC::L2
楙,Cydonia japonica,mao4,tree + spear / halberd,⿲ (left-mid-right),⿲木矛木,"木 = tree, 矛 = spear / halberd",SC::L2
𬪩,concentrated (2),nong2,sign of the bird + agriculture,⿰ (left-right),⿰酉农,"酉 = sign of the bird, 农 = agriculture",SC::L2
碏,coloured,que4,stone + times past / once upon a time,⿰ (left-right),⿰石昔,"石 = stone, 昔 = times past / once upon a time",SC::L2
𬒔,place name in Guangdong,,stone + agree / agreement,⿰ (left-right),⿰石肯,"石 = stone, 肯 = agree / agreement",SC::L2
碈,old variant of 珉[min2],min2,stone + dusk,⿰ (left-right),⿰石昏,"石 = stone, 昏 = dusk",SC::L2
䃅,(simplified form 磾) dyestuff (black colored mineral),,stone + list,⿰ (left-right),⿰石单,"石 = stone, 单 = list",SC::L2
鄠,name of a district in Shaanxi,hu4,pinnacle,⿰ (left-right),⿰雩阝,阝 = pinnacle,SC::L2
辒,hearse,wen1,car,⿰ (left-right),⿰车昷,车 = car,SC::L2
𬨎,trifling,you2,car + chieftain,⿰ (left-right),⿰车酋,"车 = car, 酋 = chieftain",SC::L2
𫐓,wheel band,rou2,car + gentle / tender,⿰ (left-right),⿰车柔,"车 = car, 柔 = gentle / tender",SC::L2
龆,shed the milk teeth,tiao2,teeth + summon / seduce,⿰ (left-right),⿰齿召,"齿 = teeth, 召 = summon / seduce",SC::L2
觜,"number 20 of the 28 constellations 二十八宿, approx. Orion 獵戶座|猎户座",zi1,this (literary) / this here + angle,⿱ (top-bottom),⿱此角,"此 = this (literary) / this here, 角 = angle",SC::L2
䣘,(ancient form of 堂) a hall,,main room / public chamber + pinnacle,⿰ (left-right),⿰堂阝,"堂 = main room / public chamber, 阝 = pinnacle",SC::L2
暕,bright (light),jian3,day,⿰ (left-right),⿰日柬,日 = day,SC::L2
鹍,a bird resembling the crane,kun1,descendants + bird,⿰ (left-right),⿰昆鸟,"昆 = descendants, 鸟 = bird",SC::L2
𫫇,nastiness,e4,mouth + evil,⿰ (left-right),⿰口恶,"口 = mouth, 恶 = evil",SC::L2
㬊,intelligent,,day + migrating ducks,⿱ (top-bottom),⿱日爰,"日 = day, 爰 = migrating ducks",SC::L2
跱,to squat,zhi4,Buddhist temple,⿰ (left-right),⿰𧾷寺,寺 = Buddhist temple,SC::L2
蜎,larva of mosquito,Yuan1,insect + canker sore,⿰ (left-right),⿰虫肙,"虫 = insect, 肙 = canker sore",SC::L2
嵲,towering mountain,,mountain,⿰ (left-right),⿰山臬,山 = mountain,SC::L2
赗,gift (of money etc) to a bereaved family,feng4,shellfish + risk,⿰ (left-right),⿰贝冒,"贝 = shellfish, 冒 = risk",SC::L2
骱,joint of bones,xie4,skeleton + introduce / jammed in,⿰ (left-right),⿰骨介,"骨 = skeleton, 介 = introduce / jammed in",SC::L2
锖,the color of a mineral,qiang1,blue or green,⿰ (left-right),⿰钅青,青 = blue or green,SC::L2
𫓹,hoe (3),ji1,his-hers-its-theirs,⿰ (left-right),⿰钅其,其 = his-hers-its-theirs,SC::L2
锘,nobelium (chemistry),nuo4,as if / young,⿰ (left-right),⿰钅若,若 = as if / young,SC::L2
锳,tinkle,ying1,England,⿰ (left-right),⿰钅英,英 = England,SC::L2
锧,block,zhi4,quality,⿰ (left-right),⿰钅质,质 = quality,SC::L2
锪,to ream,huo1,suddenly / instantaneously,⿰ (left-right),⿰钅忽,忽 = suddenly / instantaneously,SC::L2
𬭚,copper drum,chun2,enjoy / receive,⿰ (left-right),⿰钅享,享 = enjoy / receive,SC::L2
锫,berkelium (chemistry),pei2,muzzle,⿰ (left-right),⿰钅咅,咅 = muzzle,SC::L2
锬,long spear,tan2,inflammation,⿰ (left-right),⿰钅炎,炎 = inflammation,SC::L2
𬭛,bohrium (chemistry),bo1,waves,⿰ (left-right),⿰钅波,波 = waves,SC::L2
稑,late-planted early-ripening grain,lu4,standing grain + a clod of earth,⿰ (left-right),⿰禾坴,"禾 = standing grain, 坴 = a clod of earth",SC::L2
稙,early-planted crop,zhi2,standing grain + straight / straightaway,⿰ (left-right),⿰禾直,"禾 = standing grain, 直 = straight / straightaway",SC::L2
䅟,panicum frumentaceum,shan1,standing grain + participate / visit,⿰ (left-right),⿰禾参,"禾 = standing grain, 参 = participate / visit",SC::L2
𬕂,bamboo hat,gong1,tribute,⿱ (top-bottom),⿱𥫗贡,贡 = tribute,SC::L2
筻,place name in Hunan province (2),,even more / grow late,⿱ (top-bottom),⿱𥫗更,更 = even more / grow late,SC::L2
筼,tall bamboo,yun2,employee,⿱ (top-bottom),⿱𥫗员,员 = employee,SC::L2
筦,surname Guan,Guan3,finish / perfect,⿱ (top-bottom),⿱𥫗完,完 = finish / perfect,SC::L2
筤,young bamboo,lang2,high-quality / good,⿱ (top-bottom),⿱𥫗良,良 = high-quality / good,SC::L2
傺,to detain,chi4,offer sacrifice / ritual,⿰ (left-right),⿰亻祭,祭 = offer sacrifice / ritual,SC::L2
鹎,the Pycnonotidae or bulbul family of birds,bei1,lowly + bird,⿰ (left-right),⿰卑鸟,"卑 = lowly, 鸟 = bird",SC::L2
僇,to insult,lu4,kiddie cocktail,⿰ (left-right),⿰亻翏,翏 = kiddie cocktail,SC::L2
艅,used in 艅艎[yu2 huang2],yu2,boat + moi / excess / too much,⿰ (left-right),⿰舟余,"舟 = boat, 余 = moi / excess / too much",SC::L2
艉,aft,wei3,boat + tail,⿰ (left-right),⿰舟尾,"舟 = boat, 尾 = tail",SC::L2
貆,small badger,huan2,feline beast,⿰ (left-right),⿰豸亘,豸 = feline beast,SC::L2
腽,used in 膃肭|腽肭[wa4 na4] (2),wa4,month,⿰ (left-right),⿰月昷,月 = month,SC::L2
腯,fat (of pigs),tu2,month + shield,⿰ (left-right),⿰月盾,"月 = month, 盾 = shield",SC::L2
鲉,scorpionfish,you2,fish + wherefore,⿰ (left-right),⿰鱼由,"鱼 = fish, 由 = wherefore",SC::L2
鲊,salted fish,zha3,fish + for the first time,⿰ (left-right),⿰鱼乍,"鱼 = fish, 乍 = for the first time",SC::L2
鲌,"culter, a generic term for cyprinid fish of genera Culter and Erythroculter",bo2,fish + white,⿰ (left-right),⿰鱼白,"鱼 = fish, 白 = white",SC::L2
䲟,shark sucker (Echeneis naucrates),yin4,fish + print / stamp,⿰ (left-right),⿰鱼印,"鱼 = fish, 印 = print / stamp",SC::L2
𬶋,"gudgeon (Gobio gobio, a small freshwater fish, or any of various similar or related species)",ju1,fish + sentence / phrase,⿰ (left-right),⿰鱼句,"鱼 = fish, 句 = sentence / phrase",SC::L2
𬶍,catfish,tuo2,fish + it,⿰ (left-right),⿰鱼它,"鱼 = fish, 它 = it",SC::L2
鲏,used in 鰟鮍|鳑鲏[pang2 pi2],pi2,fish + covering / pelt,⿰ (left-right),⿰鱼皮,"鱼 = fish, 皮 = covering / pelt",SC::L2
雊,crowing of pheasant,gou4,sentence / phrase + turkey,⿰ (left-right),⿰句隹,"句 = sentence / phrase, 隹 = turkey",SC::L2
猺,Yao tribe,yao2,can opener,⿰ (left-right),⿰犭䍃,䍃 = can opener,SC::L2
飔,cool breeze of autumn,si1,wind + consider / think,⿺ (bottom-left-wrap),⿺风思,"风 = wind, 思 = consider / think",SC::L2
馌,to carry food to laborers in the field,ye4,,⿰ (left-right),⿰饣盍,,SC::L2
裛,to wrap and bind,yi4,top hat,⿳ (top-mid-bottom),⿳亠邑𧘇,亠 = top hat,SC::L2
廒,a granary,ao2,extensive,⿸ (top-left-wrap),⿸广敖,广 = extensive,SC::L2
瘀,hematoma (internal blood clot),yu1,sickness + (all-purpose preposition) / within,⿸ (top-left-wrap),⿸疒於,"疒 = sickness, 於 = (all-purpose preposition) / within",SC::L2
瘅,to hate bitterly,dan1,sickness + list,⿸ (top-left-wrap),⿸疒单,"疒 = sickness, 单 = list",SC::L2
鄘,surname Yong (2),Yong1,mediocre / comfortable + pinnacle,⿰ (left-right),⿰庸阝,"庸 = mediocre / comfortable, 阝 = pinnacle",SC::L2
鹒,used in 鶬鶊|鸧鹒[cang1 geng1] (2),geng1,bird,⿰ (left-right),⿰庚鸟,鸟 = bird,SC::L2
鄜,county in Shanxi province,fu1,deer + pinnacle,⿰ (left-right),⿰鹿阝,"鹿 = deer, 阝 = pinnacle",SC::L2
麀,female deer,you1,deer + ancient spoon,⿸ (top-left-wrap),⿸鹿匕$(GHTP[B]),"鹿 = deer, 匕 = ancient spoon",SC::L2
鄣,name of an ancient city in N. Jiangsu,zhang1,chapter / badge + pinnacle,⿰ (left-right),⿰章阝,"章 = chapter / badge, 阝 = pinnacle",SC::L2
阘,door or window in an upper story,ta4,gate,⿵ (surround-open-bottom),⿵门𦐇,门 = gate,SC::L2
𫔶,vertical divider of a door way,nie4,gate,⿵ (surround-open-bottom),⿵门臬,门 = gate,SC::L2
煁,brazier,chen2,fire + tremendously,⿰ (left-right),⿰火甚,"火 = fire, 甚 = tremendously",SC::L2
煃,fiery,kui3,fire,⿰ (left-right),⿰火奎,火 = fire,SC::L2
煴,sultriness,yun4,fire,⿰ (left-right),⿰火昷,火 = fire,SC::L2
煋,(of a fire) fierce,xing1,fire + star,⿰ (left-right),⿰火星,"火 = fire, 星 = star",SC::L2
煟,radiance of fire,wei4,fire + stomach,⿰ (left-right),⿰火胃,"火 = fire, 胃 = stomach",SC::L2
煓,(of a fire) lively,tuan1,fire + prospector,⿰ (left-right),⿰火耑,"火 = fire, 耑 = prospector",SC::L2
滠,name of a river (7),she4,,⿰ (left-right),⿰氵聂,,SC::L2
溍,water (2),jin4,promote / progress,⿰ (left-right),⿰氵晋,晋 = promote / progress,SC::L2
滆,a lake in Jiangxu,,cauldron,⿰ (left-right),⿰氵鬲,鬲 = cauldron,SC::L2
滉,bright expanse of water,huang3,sway / limpid,⿰ (left-right),⿰氵晃,晃 = sway / limpid,SC::L2
溦,fine rain,wei1,,⿰ (left-right),⿰氵𢼸,,SC::L2
溵,"used in place-names, e.g. 溵水 was once the name of the Shahe River 沙河, Henan, and 溵州 was a Tang Dynasty prefecture",Yin1,ardent,⿰ (left-right),⿰氵殷,殷 = ardent,SC::L2
漷,clashing of two currents,kuo4,outer walls / enclosure,⿰ (left-right),⿰氵郭,郭 = outer walls / enclosure,SC::L2
滧,natural branching stream,yao2,effect,⿰ (left-right),⿰氵效,效 = effect,SC::L2
滘,a branching river (used in place names),jiao4,,⿰ (left-right),⿰氵⿱{80}𢀛,,SC::L2
滍,place in Henan,zhi4,,⿰ (left-right),⿰氵蚩,,SC::L2
愭,deferential,qi2,,⿰ (left-right),⿰忄耆,,SC::L2
慥,sincere (2),zao4,create,⿰ (left-right),⿰忄造,造 = create,SC::L2
慆,excessive,tao1,scoop,⿰ (left-right),⿰忄舀,舀 = scoop,SC::L2
塱,raised bank,lang3,lucent / melodious + soil,⿱ (top-bottom),⿱朗土,"朗 = lucent / melodious, 土 = soil",SC::L2
𫌀,a pleat,,responsibility,⿰ (left-right),⿰衤责,责 = responsibility,SC::L2
裼,baby's quilt,ti4,easy,⿰ (left-right),⿰衤易,易 = easy,SC::L2
禋,offer sacrifice,yin1,to dam a stream and change its direction,⿰ (left-right),⿰礻垔,垔 = to dam a stream and change its direction,SC::L2
禔,peace,ti2,be / just so,⿰ (left-right),⿰礻是,是 = be / just so,SC::L2
禘,imperial ancestral sacrifice,di4,sovereign,⿰ (left-right),⿰礻帝,帝 = sovereign,SC::L2
谫,superficial,jian3,shears / pruning,⿰ (left-right),⿰讠剪,剪 = shears / pruning,SC::L2
鹔,used in 鷫鸘|鹔鹴[su4 shuang1],su4,solemn + bird,⿰ (left-right),⿰肃鸟,"肃 = solemn, 鸟 = bird",SC::L2
𫖳,(Cant.) 大頭頵,,monarch / old boy + page,⿰ (left-right),⿰君页,"君 = monarch / old boy, 页 = page",SC::L2
愍,pity,min3,heart,⿱ (top-bottom),⿱敃心,心 = heart,SC::L2
嫄,name of an empress,yuan2,woman + flatlands / meadow,⿰ (left-right),⿰女原,"女 = woman, 原 = flatlands / meadow",SC::L2
戤,infringe upon a trade mark,gai4,replete + halberd,⿰ (left-right),⿰盈戈,"盈 = replete, 戈 = halberd",SC::L2
勠,to join (forces),lu4,kiddie cocktail + power,⿰ (left-right),⿰翏力,"翏 = kiddie cocktail, 力 = power",SC::L2
戣,a lance,kui2,halberd,⿰ (left-right),⿰癸戈,戈 = halberd,SC::L2
𫘪,chestnut horse with white belly,yuan2,horse + flatlands / meadow,⿰ (left-right),⿰马原,"马 = horse, 原 = flatlands / meadow",SC::L2
𫘬,horse with white forelegs,xi2,horse,⿰ (left-right),⿰马奚,马 = horse,SC::L2
缞,mourning garments of coarse hemp,cui1,thread + decline,⿰ (left-right),⿰纟衰,"纟 = thread, 衰 = decline",SC::L2
耤,plough,ji2,Christmas tree + times past / once upon a time,⿰ (left-right),⿰耒昔,"耒 = Christmas tree, 昔 = times past / once upon a time",SC::L2
瑧,Taiwan pr. [jin1],zhen1,Qin / Manchu dynasty,⿰ (left-right),⿰𤣩秦,秦 = Qin / Manchu dynasty,SC::L2
𫞩,reddish,men2,,⿰ (left-right),⿰𤣩𬜯,,SC::L2
瑨,jade look alike stone,jin4,promote / progress,⿰ (left-right),⿰𤣩晋,晋 = promote / progress,SC::L2
瑱,"jade pendants attached to an official hat and hanging beside each ear, symbolizing refusal to listen to malicious talk",tian4,true,⿰ (left-right),⿰𤣩真,真 = true,SC::L2
瑷,fine quality jade,ai4,love,⿰ (left-right),⿰𤣩爱,爱 = love,SC::L2
瑢,used in 瑽瑢|𪻐瑢[cong1 rong2],rong2,contain,⿰ (left-right),⿰𤣩容,容 = contain,SC::L2
斠,instrument to even out the grain in a measuring vessel,jiao4,inner rooms of palace + big dipper / Big Dipper,⿰ (left-right),⿰冓斗,"冓 = inner rooms of palace, 斗 = big dipper / Big Dipper",SC::L2
摏,strike against,chong1,fingers,⿰ (left-right),⿰扌舂,扌 = fingers,SC::L2
墈,cliff (2),kan4,soil + survey / intuition,⿰ (left-right),⿰土勘,"土 = soil, 勘 = survey / intuition",SC::L2
墐,plaster with mud,jin3,soil + violet,⿰ (left-right),⿰土堇,"土 = soil, 堇 = violet",SC::L2
墘,beside,qian2,soil + dry / drought,⿰ (left-right),⿰土乾,"土 = soil, 乾 = dry / drought",SC::L2
摴,gambling,shu1,fingers,⿰ (left-right),⿰扌雩,扌 = fingers,SC::L2
銎,eye of an axe,qiong1,strengthen + gold,⿱ (top-bottom),⿱巩金,"巩 = strengthen, 金 = gold",SC::L2
墚,mountain range (2),,soil + roof beam / roofbeam / Liang,⿰ (left-right),⿰土梁,"土 = soil, 梁 = roof beam / roofbeam / Liang",SC::L2
撖,surname Han,Han4,fingers + brave / daring,⿰ (left-right),⿰扌敢,"扌 = fingers, 敢 = brave / daring",SC::L2
靽,leather strap on the back of a horse,,leather + half,⿰ (left-right),⿰革半,"革 = leather, 半 = half",SC::L2
鞁,horse tack (articles of harness such as saddle and bridle),bei4,leather + covering / pelt,⿰ (left-right),⿰革皮,"革 = leather, 皮 = covering / pelt",SC::L2
蔌,surname Su (2),Su4,flower + to suck in,⿱ (top-bottom),⿱艹欶,"艹 = flower, 欶 = to suck in",SC::L2
蓰,increase five fold,xi3,flower,⿱ (top-bottom),⿱艹徙,艹 = flower,SC::L2
蔹,trailing plant,lian3,flower + restrain,⿱ (top-bottom),⿱艹敛,"艹 = flower, 敛 = restrain",SC::L2
蔊,Nasturtium montanum,han3,flower,⿱ (top-bottom),⿱艹焊,艹 = flower,SC::L2
嘏,prosperity,gu3,ancient / old + braces,⿰ (left-right),⿰古叚,"古 = ancient / old, 叚 = braces",SC::L2
榰,base of pillar,zhi1,tree,⿰ (left-right),⿰木耆,木 = tree,SC::L2
槚,"Catalpa, a genus of mostly deciduous trees",jia3,tree + merchant,⿰ (left-right),⿰木贾,"木 = tree, 贾 = merchant",SC::L2
𣗋,a cross-piece,,tree + political party,⿰ (left-right),⿰木党,"木 = tree, 党 = political party",SC::L2
槜,wooden rammer or pestle,zui4,tree,⿰ (left-right),⿰木隽,木 = tree,SC::L2
疐,prostrate,zhi4,rice field + critters,⿳ (top-mid-bottom),⿳{44}田疋,"田 = rice field, 疋 = critters",SC::L2
酺,drink heavily,pu2,sign of the bird + Fu / offspring,⿰ (left-right),⿰酉甫,"酉 = sign of the bird, 甫 = Fu / offspring",SC::L2
酾,to filter (wine),shi1,sign of the bird + lovely,⿰ (left-right),⿰酉丽,"酉 = sign of the bird, 丽 = lovely",SC::L2
酲,inebriated,cheng2,sign of the bird + submit / display,⿰ (left-right),⿰酉呈,"酉 = sign of the bird, 呈 = submit / display",SC::L2
酴,leaven,tu2,sign of the bird + moi / excess / too much,⿰ (left-right),⿰酉余,"酉 = sign of the bird, 余 = moi / excess / too much",SC::L2
碶,a flood-gate,,stone + contract / pledge,⿰ (left-right),⿰石契,"石 = stone, 契 = contract / pledge",SC::L2
䃎,a place in Gansu province,zha4,stone,⿰ (left-right),⿰石奓,石 = stone,SC::L2
碨,millstone,,stone + be afraid of / apprehensive,⿰ (left-right),⿰石畏,"石 = stone, 畏 = be afraid of / apprehensive",SC::L2
碥,dangerous rocks jutting out over rapids,bian3,stone + flat,⿰ (left-right),⿰石扁,"石 = stone, 扁 = flat",SC::L2
劂,chisel for engraving,jue2,,⿰ (left-right),⿰厥刂,,SC::L2
𫚖,fish (2),ji4,this (literary) / this here + fish,⿱ (top-bottom),⿱此鱼,"此 = this (literary) / this here, 鱼 = fish",SC::L2
䴗,a shrike,ju2,bird,⿰ (left-right),⿰狊鸟,鸟 = bird,SC::L2
瞍,no pupil in the eye,sou3,eye + cake mixer,⿰ (left-right),⿰目叟,"目 = eye, 叟 = cake mixer",SC::L2
鹖,crossbill,he2,siesta + bird,⿰ (left-right),⿰曷鸟,"曷 = siesta, 鸟 = bird",SC::L2
㬎,old variant of 顯|显[xian3],xian3,day,⿱ (top-bottom),⿱日𢇁,日 = day,SC::L2
跽,to kneel for a long time,ji4,shun / mourning,⿰ (left-right),⿰𧾷忌,忌 = shun / mourning,SC::L2
蜾,used in 蜾蠃[guo3 luo3],guo3,insect + fruit,⿰ (left-right),⿰虫果,"虫 = insect, 果 = fruit",SC::L2
嶍,a mountain in Yúnnán,,mountain + learn,⿰ (left-right),⿰山習,"山 = mountain, 習 = learn",SC::L2
圙,used in 圐圙[ku1 lu:e4] (2),lu:e4,face-to-face / mask,⿴ (surround),⿴𡆦面,面 = face-to-face / mask,SC::L2
𨱏,technetium (chemistry) (Tw),ta3,answer: small bean,⿰ (left-right),⿰钅荅,荅 = answer: small bean,SC::L2
锺,nonstandard simplified variant of 鍾|钟[zhong1],zhong1,heavy,⿰ (left-right),⿰钅重,重 = heavy,SC::L2
锼,to engrave (metal of wood),sou1,cake mixer,⿰ (left-right),⿰钅叟,叟 = cake mixer,SC::L2
锽,sound of drums and bells,huang2,emperor,⿰ (left-right),⿰钅皇,皇 = emperor,SC::L2
𬭤,metal arrowhead,hou2,marquis,⿰ (left-right),⿰钅侯,侯 = marquis,SC::L2
锾,ancient unit of weight,huan2,migrating ducks,⿰ (left-right),⿰钅爰,爰 = migrating ducks,SC::L2
锿,einsteinium (chemistry),ai1,grief / pathetic,⿰ (left-right),⿰钅哀,哀 = grief / pathetic,SC::L2
镃,mattock,zi1,Mona Lisa,⿰ (left-right),⿰钅兹,兹 = Mona Lisa,SC::L2
镄,fermium (chemistry),fei4,expense,⿰ (left-right),⿰钅费,费 = expense,SC::L2
镅,americium (chemistry),mei2,eyebrows,⿰ (left-right),⿰钅眉,眉 = eyebrows,SC::L2
馝,fragrance (2),bi4,perfume / incense + certainly / invariably,⿰ (left-right),⿰香必,"香 = perfume / incense, 必 = certainly / invariably",SC::L2
鹙,large waterfowl with naked head,qiu1,autumn + bird,⿱ (top-bottom),⿱秋鸟,"秋 = autumn, 鸟 = bird",SC::L2
箨,sheath around joints of bamboo,tuo4,select,⿱ (top-bottom),⿱𥫗择,择 = select,SC::L2
箖,a large basket,,woods / grove,⿱ (top-bottom),⿱𥫗林,林 = woods / grove,SC::L2
劄,to prick with a needle,zha1,answer / solution,⿰ (left-right),⿰答刂,答 = answer / solution,SC::L2
僬,used in 僬僥|僬侥[jiao1 yao2],jiao1,apprehensive / char,⿰ (left-right),⿰亻焦,焦 = apprehensive / char,SC::L2
僦,to hire,jiu4,at once / concerning,⿰ (left-right),⿰亻就,就 = at once / concerning,SC::L2
僔,to congregate,zun3,venerate / revered,⿰ (left-right),⿰亻尊,尊 = venerate / revered,SC::L2
僎,collect (2),zhuan4,,⿰ (left-right),⿰亻巽,,SC::L2
槃,wooden tray,pan2,sort / carrier + tree,⿱ (top-bottom),⿱般木,"般 = sort / carrier, 木 = tree",SC::L2
鲒,oyster (3),jie2,fish + lucky / good luck,⿰ (left-right),⿰鱼吉,"鱼 = fish, 吉 = lucky / good luck",SC::L2
鲕,caviar,er2,fish + and / and then,⿰ (left-right),⿰鱼而,"鱼 = fish, 而 = and / and then",SC::L2
𫚕,yellowtail (Seriola qinqueradiata),shi1,fish + teacher,⿰ (left-right),⿰鱼师,"鱼 = fish, 师 = teacher",SC::L2
鲖,snakefish (2),tong2,fish + same,⿰ (left-right),⿰鱼同,"鱼 = fish, 同 = same",SC::L2
鲗,cuttlefish,zei2,fish + rule,⿰ (left-right),⿰鱼则,"鱼 = fish, 则 = rule",SC::L2
鲙,used in 鱠魚|鲙鱼[kuai4 yu2],kuai4,fish + meeting,⿰ (left-right),⿰鱼会,"鱼 = fish, 会 = meeting",SC::L2
𬶐,fish of family Sisoridae (Asiatic catfishes),zhao4,fish + portent,⿰ (left-right),⿰鱼兆,"鱼 = fish, 兆 = portent",SC::L2
𬶏,a kind of shad with a head like a sturgeon,wei2,fish + danger / dangerous,⿰ (left-right),⿰鱼危,"鱼 = fish, 危 = danger / dangerous",SC::L2
𩽾,used in 鮟鱇|𩽾𩾌[an1 kang1],an1,fish + peaceful / relax,⿰ (left-right),⿰鱼安,"鱼 = fish, 安 = peaceful / relax",SC::L2
夐,faraway,,,⿱ (top-bottom),⿱{3}𡕥,,SC::L2
獍,a mythical animal that eats its mother,jing4,unexpectedly,⿰ (left-right),⿰犭竟,竟 = unexpectedly,SC::L2
飗,soughing of wind,liu2,wind + stay / detain,⿺ (bottom-left-wrap),⿺风留,"风 = wind, 留 = stay / detain",SC::L2
𬸚,used in 鸑鷟|𬸚𬸦[yue4 zhuo2],yue4,prison + bird,⿱ (top-bottom),⿱狱鸟,"狱 = prison, 鸟 = bird",SC::L2
凘,ice floating in freshly-melted water,,ice + Sphinx / this,⿰ (left-right),⿰冫斯,"冫 = ice, 斯 = Sphinx / this",SC::L2
廑,a hut,jin3,extensive + violet,⿸ (top-left-wrap),⿸广堇,"广 = extensive, 堇 = violet",SC::L2
廙,yurt,yi4,extensive + different / uncommon,⿸ (top-left-wrap),⿸广異,"广 = extensive, 異 = different / uncommon",SC::L2
瘗,inter,yi4,sickness + press from both sides + soil,⿸ (top-left-wrap),⿸疒⿱夹土,"疒 = sickness, 夹 = press from both sides, 土 = soil",SC::L2
瘥,to recover from disease,chai4,sickness + fall short of / distinction,⿸ (top-left-wrap),⿸疒差,"疒 = sickness, 差 = fall short of / distinction",SC::L2
瘕,obstruction in the intestine,jia3,sickness + braces,⿸ (top-left-wrap),⿸疒叚,"疒 = sickness, 叚 = braces",SC::L2
鲝,minced and salted fish,zha3,fish,⿸ (top-left-wrap),⿸⺶鱼,鱼 = fish,SC::L2
鄫,Zhou vassal state,Zeng1,formerly + pinnacle,⿰ (left-right),⿰曾阝,"曾 = formerly, 阝 = pinnacle",SC::L2
熇,dry,kao3,fire + tall,⿰ (left-right),⿰火高,"火 = fire, 高 = tall",SC::L2
漹,river name,Yan1,,⿰ (left-right),⿰氵焉,,SC::L2
漖,a tributary of a river (used in place names),jiao4,teach,⿰ (left-right),⿰氵教,教 = teach,SC::L2
潆,small river,ying2,,⿰ (left-right),⿰氵萦,,SC::L2
漤,to soak (fruits) in hot water or limewater to remove astringent taste,lan3,,⿰ (left-right),⿰氵婪,,SC::L2
漼,having the appearance of depth,cui3,Cui,⿰ (left-right),⿰氵崔,崔 = Cui,SC::L2
漈,waterside,ji4,offer sacrifice / ritual,⿰ (left-right),⿰氵祭,祭 = offer sacrifice / ritual,SC::L2
慬,brave (2),qin2,violet,⿰ (left-right),⿰忄堇,堇 = violet,SC::L2
窬,hole in a wall,yu2,hole + slaughterhouse,⿱ (top-bottom),⿱穴俞,"穴 = hole, 俞 = slaughterhouse",SC::L2
窭,poor (2),ju4,hole + bride,⿱ (top-bottom),⿱穴娄,"穴 = hole, 娄 = bride",SC::L2
㮾,a place in today's Hunan Province,,lucent / melodious + tree,⿱ (top-bottom),⿱朗木,"朗 = lucent / melodious, 木 = tree",SC::L2
褕,loose garment,yu2,slaughterhouse,⿰ (left-right),⿰衤俞,俞 = slaughterhouse,SC::L2
禛,to receive blessings in a sincere spirit,zhen1,true,⿰ (left-right),⿰礻真,真 = true,SC::L2
禚,name of a place in the kingdom of Qi during the Chunqiu era and now in Changqing county,zhuo2,lamb,⿰ (left-right),⿰礻羔,羔 = lamb,SC::L2
隩,subtle,yu4,pinnacle + of great depth / core,⿰ (left-right),⿰阝奥,"阝 = pinnacle, 奥 = of great depth / core",SC::L2
嫕,compliant,yi4,woman,⿰ (left-right),⿰女悘,女 = woman,SC::L2
嫭,a beauty,hu4,woman + to exhale,⿰ (left-right),⿰女虖,"女 = woman, 虖 = to exhale",SC::L2
嫜,husband's father,zhang1,woman + chapter / badge,⿰ (left-right),⿰女章,"女 = woman, 章 = chapter / badge",SC::L2
嫪,surname Lao,Lao4,woman + kiddie cocktail,⿰ (left-right),⿰女翏,"女 = woman, 翏 = kiddie cocktail",SC::L2
𬙂,long (2),yin3,thread + sign of the tiger,⿰ (left-right),⿰纟寅,"纟 = thread, 寅 = sign of the tiger",SC::L2
㻬,a kind of jade (8),tu2,,⿰ (left-right),⿰𤣩雩,,SC::L2
麹,surname Qu (2),Qu1,wheat / barley + handful,⿰ (left-right),⿰麦匊,"麦 = wheat / barley, 匊 = handful",SC::L2
璆,to tinkle,qiu2,kiddie cocktail,⿰ (left-right),⿰𤣩翏,翏 = kiddie cocktail,SC::L2
漦,go with current,li2,water,⿸ (top-left-wrap),⿸𠩺水,水 = water,SC::L2
叇,cloudy sky,dai4,utter / quote / cloud + arrest / apprehend,⿰ (left-right),⿰云逮,"云 = utter / quote / cloud, 逮 = arrest / apprehend",SC::L2
