character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,deck,tags
茳,Cyperus malaccensis,,,,jiang1,flower + Yangtze / creek,⿱ (top-bottom),⿱艹江,"艹 = flower, 江 = Yangtze / creek",SC,SC::L2
茛,ranunculus,,,,gen4,flower + silver,⿱ (top-bottom),⿱艹艮,"艹 = flower, 艮 = silver",SC,SC::L2
荭,used in 葒草|荭草[hong2 cao3],,,,hong2,flower + red,⿱ (top-bottom),⿱艹红,"艹 = flower, 红 = red",SC,SC::L2
㭕,a board (on the back of a donkey) for carrying things,,,,,tree + go / gone,⿰ (left-right),⿰木去,"木 = tree, 去 = go / gone",SC,SC::L2
柷,"percussion instrument, a tapering wooden box struck on the inside with a wooden stick",,,,zhu4,tree + elder brother,⿰ (left-right),⿰木兄,"木 = tree, 兄 = elder brother",SC,SC::L2
柃,Eurya japonica,,,,ling2,tree + orders,⿰ (left-right),⿰木令,"木 = tree, 令 = orders",SC,SC::L2
柊,used in 柊葉|柊叶[zhong1 ye4],,,,zhong1,tree + winter,⿰ (left-right),⿰木冬,"木 = tree, 冬 = winter",SC,SC::L2
枹,Quercus glandulifera,,,,fu1,tree + wrap,⿰ (left-right),⿰木包,"木 = tree, 包 = wrap",SC,SC::L2
栐,a kind of tree whose timber was used to make ceremonial tablets 笏[hu4],,,,yong3,tree + eternity,⿰ (left-right),⿰木永,"木 = tree, 永 = eternity",SC,SC::L2
郚,towns in Shandong province,,,,wu2,I (literary) + pinnacle,⿰ (left-right),⿰吾阝,"吾 = I (literary), 阝 = pinnacle",SC,SC::L2
剅,an opening at the bottom of a dike for letting water in or out,,,,lou2,beans,⿰ (left-right),⿰豆刂,豆 = beans,SC,SC::L2
䴓,nuthatch (bird of genus Sitta),,,,shi1,bird,⿰ (left-right),⿰帀鸟,鸟 = bird,SC,SC::L2
迺,only then,,,,nai3,road + west,⿺ (bottom-left-wrap),⿺辶西,"辶 = road, 西 = west",SC,SC::L2
厖,bulky,,,,pang2,factory,⿸ (top-left-wrap),⿸厂尨,厂 = factory,SC,SC::L2
砆,agate,,,,fu1,stone + husband,⿰ (left-right),⿰石夫,"石 = stone, 夫 = husband",SC,SC::L2
砑,to calender,,,,ya4,stone + tooth / tusk,⿰ (left-right),⿰石牙,"石 = stone, 牙 = tooth / tusk",SC,SC::L2
砄,stone (2),,,,jue2,stone + guillotine,⿰ (left-right),⿰石夬,"石 = stone, 夬 = guillotine",SC,SC::L2
耏,surname Er,,,,Er2,and / and then + rooster tail,⿰ (left-right),⿰而彡,"而 = and / and then, 彡 = rooster tail",SC,SC::L2
奓,old variant of 侈[chi3],,,,chi3,large + many,⿱ (top-bottom),⿱大多,"大 = large, 多 = many",SC,SC::L2
䶮,high and bright,,,,yan3,dragon + heavens,⿱ (top-bottom),⿱龙天,"龙 = dragon, 天 = heavens",SC,SC::L2
轵,end of axle outside of hub,,,,zhi3,car + only,⿰ (left-right),⿰车只,"车 = car, 只 = only",SC,SC::L2
轷,surname Hu (2),,,,Hu1,car + ooh!,⿰ (left-right),⿰车乎,"车 = car, 乎 = ooh!",SC,SC::L2
轹,to bully,,,,li4,car + music,⿰ (left-right),⿰车乐,"车 = car, 乐 = music",SC,SC::L2
轺,light carriage,,,,yao2,car + summon / seduce,⿰ (left-right),⿰车召,"车 = car, 召 = summon / seduce",SC,SC::L2
昺,bright (4),,,,bing3,day + third / third class,⿱ (top-bottom),⿱日丙,"日 = day, 丙 = third / third class",SC,SC::L2
𪾢,goggle-eyed,,,,xian4,eye + see,⿰ (left-right),⿰目见,"目 = eye, 见 = see",SC,SC::L2
昽,used in 曚曨|曚昽[meng2 long2],,,,long2,day + dragon,⿰ (left-right),⿰日龙,"日 = day, 龙 = dragon",SC,SC::L2
咡,space between mouth and ears,,,,er4,mouth + ear,⿰ (left-right),⿰口耳,"口 = mouth, 耳 = ear",SC,SC::L2
咺,sob,,,,xuan3,mouth,⿰ (left-right),⿰口亘,口 = mouth,SC,SC::L2
昳,the declining sun in the west,,,,die2,day + lose,⿰ (left-right),⿰日失,"日 = day, 失 = lose",SC,SC::L2
昣,bright (5),,,,zhen3,day + cocktail,⿰ (left-right),⿰日㐱,"日 = day, 㐱 = cocktail",SC,SC::L2
哒,command to a horse,,,,da1,mouth + reach,⿰ (left-right),⿰口达,"口 = mouth, 达 = reach",SC,SC::L2
昤,sunshine (2),,,,ling1,day + orders,⿰ (left-right),⿰日令,"日 = day, 令 = orders",SC,SC::L2
昫,nicely warm,,,,xu4,day + sentence / phrase,⿰ (left-right),⿰日句,"日 = day, 句 = sentence / phrase",SC,SC::L2
昡,long day,,,,xuan4,day + mysterious,⿰ (left-right),⿰日玄,"日 = day, 玄 = mysterious",SC,SC::L2
咥,gnaw,,,,die2,mouth + until / climax,⿰ (left-right),⿰口至,"口 = mouth, 至 = until / climax",SC,SC::L2
昪,(of sunlight) bright,,,,bian4,day,⿱ (top-bottom),⿱日弁,日 = day,SC,SC::L2
虷,worm (2),,,,gan1,insect + dry / offend,⿰ (left-right),⿰虫干,"虫 = insect, 干 = dry / offend",SC,SC::L2
虸,used in 虸蚄[zi3 fang1],,,,zi3,insect + child,⿰ (left-right),⿰虫子,"虫 = insect, 子 = child",SC,SC::L2
哃,to talk nonsense,,,,tong2,mouth + same,⿰ (left-right),⿰口同,"口 = mouth, 同 = same",SC,SC::L2
峧,used in place names (2),,,,jiao1,mountain + mingle,⿰ (left-right),⿰山交,"山 = mountain, 交 = mingle",SC,SC::L2
帡,used in 帡幪[ping2 meng2],,,,ping2,towel + combine,⿰ (left-right),⿰巾并,"巾 = towel, 并 = combine",SC,SC::L2
钘,long-necked wine flask,,,,xing2,open,⿰ (left-right),⿰钅开,开 = open,SC,SC::L2
𫓧,fodder chopper,,,,fu1,husband,⿰ (left-right),⿰钅夫,夫 = husband,SC,SC::L2
钜,hard iron,,,,ju4,gigantic,⿰ (left-right),⿰钅巨,巨 = gigantic,SC,SC::L2
𬬮,a keen edge,,,,chang3,long,⿰ (left-right),⿰钅长,长 = long,SC,SC::L2
𬬱,hew (2),,,,,catty / ax,⿰ (left-right),⿰钅斤,斤 = catty / ax,SC,SC::L2
𬬭,roentgenium (chemistry),,,,lun2,lifeguard,⿰ (left-right),⿰钅仑,仑 = lifeguard,SC,SC::L2
钪,scandium (chemistry),,,,kang4,whirlwind,⿰ (left-right),⿰钅亢,亢 = whirlwind,SC,SC::L2
钬,holmium (chemistry),,,,huo3,fire,⿰ (left-right),⿰钅火,火 = fire,SC,SC::L2
钭,surname Tou,,,,Tou3,big dipper / Big Dipper,⿰ (left-right),⿰钅斗,斗 = big dipper / Big Dipper,SC,SC::L2
矧,much more,,,,shen3,dart + draw / pull,⿰ (left-right),⿰矢引,"矢 = dart, 引 = draw / pull",SC,SC::L2
秬,black millet,,,,ju4,standing grain + gigantic,⿰ (left-right),⿰禾巨,"禾 = standing grain, 巨 = gigantic",SC,SC::L2
俫,to induce to come,,,,,come,⿰ (left-right),⿰亻来,来 = come,SC,SC::L2
舁,carry on one's shoulder,,,,yu2,mortar + hands joined,⿱ (top-bottom),⿱臼廾,"臼 = mortar, 廾 = hands joined",SC,SC::L2
俜,used in 伶俜[ling2 ping1],,,,ping1,chivalrous knight,⿰ (left-right),⿰亻甹,甹 = chivalrous knight,SC,SC::L2
俙,to pretend,,,,,hope,⿰ (left-right),⿰亻希,希 = hope,SC,SC::L2
俍,to be good at,,,,liang2,high-quality / good,⿰ (left-right),⿰亻良,良 = high-quality / good,SC,SC::L2
垕,thick (2),,,,hou4,behind / queen / empress + soil,⿱ (top-bottom),⿱后土,"后 = behind / queen / empress, 土 = soil",SC,SC::L2
衎,to give pleasure,,,,kan4,dry / offend,⿲ (left-mid-right),⿲彳干亍,干 = dry / offend,SC,SC::L2
舣,to moor a boat to the bank,,,,yi3,boat + righteousness,⿰ (left-right),⿰舟义,"舟 = boat, 义 = righteousness",SC,SC::L2
弇,to cover,,,,yan3,fit + hands joined,⿱ (top-bottom),⿱合廾,"合 = fit, 廾 = hands joined",SC,SC::L2
侴,surname Chou,,,,Chou3,clown / sign of the cow,⿱ (top-bottom),⿱{88}⿰丑刂,丑 = clown / sign of the cow,SC,SC::L2
鸧,used in 鶬鶊|鸧鹒[cang1 geng1],,,,cang1,storehouse + bird,⿰ (left-right),⿰仓鸟,"仓 = storehouse, 鸟 = bird",SC,SC::L2
䏡,uncooked or raw meat,,,,,month + show,⿰ (left-right),⿰月示,"月 = month, 示 = show",SC,SC::L2
胠,flank of animal,,,,qu1,month + go / gone,⿰ (left-right),⿰月去,"月 = month, 去 = go / gone",SC,SC::L2
𦙶,division,,,,gu3,month + ancient / old,⿰ (left-right),⿰月古,"月 = month, 古 = ancient / old",SC,SC::L2
胈,hair on the thigh,,,,,month + seeing-eye chihuahua,⿰ (left-right),⿰月犮,"月 = month, 犮 = seeing-eye chihuahua",SC,SC::L2
胩,carbylamine,,,,ka3,month + card,⿰ (left-right),⿰月卡,"月 = month, 卡 = card",SC,SC::L2
朏,(of the crescent moon) to begin to shine,,,,fei3,month + exit,⿰ (left-right),⿰月出,"月 = month, 出 = exit",SC,SC::L2
飐,to sway in the wind,,,,zhan3,wind + tell fortunes / fortune-telling,⿺ (bottom-left-wrap),⿺风占,"风 = wind, 占 = tell fortunes / fortune-telling",SC,SC::L2
訄,to coerce sb,,,,qiu2,nine + say,⿺ (bottom-left-wrap),⿺九言,"九 = nine, 言 = say",SC,SC::L2
庤,to prepare,,,,zhi4,extensive + Buddhist temple,⿸ (top-left-wrap),⿸广寺,"广 = extensive, 寺 = Buddhist temple",SC,SC::L2
疢,aching of limbs,,,,chen4,sickness + fire,⿸ (top-left-wrap),⿸疒火,"疒 = sickness, 火 = fire",SC,SC::L2
炣,fire (2),,,,ke3,fire + can,⿰ (left-right),⿰火可,"火 = fire, 可 = can",SC,SC::L2
炟,to explode,,,,da2,fire + daybreak / nightbreak,⿰ (left-right),⿰火旦,"火 = fire, 旦 = daybreak / nightbreak",SC,SC::L2
㶲,measuring unit for thermodynamics,,,,,fire + utilize,⿰ (left-right),⿰火用,"火 = fire, 用 = utilize",SC,SC::L2
洭,ancient name of a river 洭河[Kuang1 He2] in present-day Guangdong,,,,kuang1,,⿰ (left-right),⿰氵匡,,SC,SC::L2
洿,dig (a pond),,,,wu1,brag,⿰ (left-right),⿰氵夸,夸 = brag,SC,SC::L2
㳚,flowing of the water,,,,,,⿰ (left-right),⿰氵戍,,SC,SC::L2
泚,bright and brilliant,,,,ci3,this (literary) / this here,⿰ (left-right),⿰氵此,此 = this (literary) / this here,SC,SC::L2
浈,river in Guangdong province,,,,Zhen1,chaste,⿰ (left-right),⿰氵贞,贞 = chaste,SC,SC::L2
浉,"Shi, name of river in Xinyang 信陽|信阳, Henan",,,,Shi1,teacher,⿰ (left-right),⿰氵师,师 = teacher,SC,SC::L2
洸,sparkling water,,,,guang1,ray,⿰ (left-right),⿰氵光,光 = ray,SC,SC::L2
洑,undercurrent eddy,,,,fu2,bend over / prostrated,⿰ (left-right),⿰氵伏,伏 = bend over / prostrated,SC,SC::L2
洢,"old name of a river in Henan, now written 伊河",,,,yi1,Queen Elizabeth / Italy,⿰ (left-right),⿰氵伊,伊 = Queen Elizabeth / Italy,SC,SC::L2
洚,flood,,,,jiang4,,⿰ (left-right),⿰氵夅,,SC,SC::L2
洺,river in Hebei province,,,,ming2,name,⿰ (left-right),⿰氵名,名 = name,SC,SC::L2
洨,Xiao River in Hebei province,,,,Xiao2,mingle,⿰ (left-right),⿰氵交,交 = mingle,SC,SC::L2
浐,name of a river in Shaanxi province,,,,chan3,products,⿰ (left-right),⿰氵产,产 = products,SC,SC::L2
㳘,(of a mountain stream) to flow down,,,,chong1,sufficient / allot,⿰ (left-right),⿰氵充,充 = sufficient / allot,SC,SC::L2
洴,bleach (fabric),,,,ping2,combine,⿰ (left-right),⿰氵并,并 = combine,SC,SC::L2
洣,"Mi river in Hunan, tributary of Xiangjiang 湘江",,,,Mi3,rice,⿰ (left-right),⿰氵米,米 = rice,SC,SC::L2
恔,sagacious,,,,xiao4,mingle,⿰ (left-right),⿰忄交,交 = mingle,SC,SC::L2
宬,archive room,,,,cheng2,house + turn into,⿱ (top-bottom),⿱宀成,"宀 = house, 成 = turn into",SC,SC::L2
窀,to bury,,,,zhun1,hole + stockpile / barracks,⿱ (top-bottom),⿱穴屯,"穴 = hole, 屯 = stockpile / barracks",SC,SC::L2
扂,door latch,,,,dian4,door + tell fortunes / fortune-telling,⿸ (top-left-wrap),⿸户占,"户 = door, 占 = tell fortunes / fortune-telling",SC,SC::L2
袆,a queen's ceremonial gowns,,,,hui1,tanned hide,⿰ (left-right),⿰衤韦,韦 = tanned hide,SC,SC::L2
祏,stone shrine,,,,shi2,stone,⿰ (left-right),⿰礻石,石 = stone,SC,SC::L2
祐,to bless,,,,you4,right,⿰ (left-right),⿰礻右,右 = right,SC,SC::L2
陧,in disorder,,,,nie4,pinnacle,⿰ (left-right),⿰阝圼,阝 = pinnacle,SC,SC::L2
陞,to rise (variant of 升[sheng1]),,,,sheng1,pinnacle,⿰ (left-right),⿰阝𡉼,阝 = pinnacle,SC,SC::L2
娀,name of an ancient state,,,,song1,woman,⿰ (left-right),⿰女戎,女 = woman,SC,SC::L2
姞,surname Ji (2),,,,Ji2,woman + lucky / good luck,⿰ (left-right),⿰女吉,"女 = woman, 吉 = lucky / good luck",SC,SC::L2
姱,fascinating (2),,,,kua1,woman + brag,⿰ (left-right),⿰女夸,"女 = woman, 夸 = brag",SC,SC::L2
姤,copulate,,,,gou4,woman + behind / queen / empress,⿰ (left-right),⿰女后,"女 = woman, 后 = behind / queen / empress",SC,SC::L2
姶,wonderful,,,,e4,woman + fit,⿰ (left-right),⿰女合,"女 = woman, 合 = fit",SC,SC::L2
姽,quiet and nice,,,,gui3,woman + danger / dangerous,⿰ (left-right),⿰女危,"女 = woman, 危 = danger / dangerous",SC,SC::L2
枲,male nettle-hemp,,,,xi3,platform / pedestal + tree,⿱ (top-bottom),⿱台木,"台 = platform / pedestal, 木 = tree",SC,SC::L2
绖,hempen band worn on the head or waist by a mourner,,,,die2,thread + until / climax,⿰ (left-right),⿰纟至,"纟 = thread, 至 = until / climax",SC,SC::L2
骃,iron-gray (horse),,,,yin1,horse + cause,⿰ (left-right),⿰马因,"马 = horse, 因 = cause",SC,SC::L2
𬘡,generative force,,,,yin1,thread + cause,⿰ (left-right),⿰纟因,"纟 = thread, 因 = cause",SC,SC::L2
𬳽,crowd,,,,shen1,horse + before,⿰ (left-right),⿰马先,"马 = horse, 先 = before",SC,SC::L2
𬘩,silk braided cord,,,,,thread + royal court / courts,⿰ (left-right),⿰纟廷,"纟 = thread, 廷 = royal court / courts",SC,SC::L2
𫄧,cap tassels,,,,yan2,thread + prolong,⿰ (left-right),⿰纟延,"纟 = thread, 延 = prolong",SC,SC::L2
彖,to foretell the future using the trigrams of the Book of Changes 易經|易经,,,,tuan4,whisk broom,⿱ (top-bottom),⿱彑𧰨,彑 = whisk broom,SC,SC::L2
骉,a horde of horses,,,,biao1,horse,⿱ (top-bottom),⿱马𱄿,马 = horse,SC,SC::L2
恝,indifferent,,,,jia2,heart,⿱ (top-bottom),⿱㓞心,心 = heart,SC,SC::L2
珪,a jade table conferred upon feudal princes by the emperor as a symbol of dignity and authority,,,,gui1,squared jewel,⿰ (left-right),⿰𤣩圭,圭 = squared jewel,SC,SC::L2
珛,quickly-deteriorating jade,,,,xiu4,possess,⿰ (left-right),⿰𤣩有,有 = possess,SC,SC::L2
珹,a kind of pearl,,,,cheng2,turn into,⿰ (left-right),⿰𤣩成,成 = turn into,SC,SC::L2
琊,"used in place names, notably 瑯琊山|琅琊山[Lang2 ya2 Shan1]",,,,ya2,wicked,⿰ (left-right),⿰𤣩邪,邪 = wicked,SC,SC::L2
玼,clear (as in a gem),,,,ci3,this (literary) / this here,⿰ (left-right),⿰𤣩此,此 = this (literary) / this here,SC,SC::L2
珖,carat,,,,guang1,ray,⿰ (left-right),⿰𤣩光,光 = ray,SC,SC::L2
𪟝,accomplishment (variant of 績|绩[ji4]),,,,ji4,responsibility + power,⿰ (left-right),⿰责力,"责 = responsibility, 力 = power",SC,SC::L2
珽,scepter,,,,ting3,royal court / courts,⿰ (left-right),⿰𤣩廷,廷 = royal court / courts,SC,SC::L2
珦,a kind of jade (5),,,,xiang4,orientation / yonder,⿰ (left-right),⿰𤣩向,向 = orientation / yonder,SC,SC::L2
珒,a kind of jade (6),,,,jin1,brush,⿰ (left-right),⿰𤣩聿,聿 = brush,SC,SC::L2
珢,precious stone (2),,,,,silver,⿰ (left-right),⿰𤣩艮,艮 = silver,SC,SC::L2
珝,a kind of jade (7),,,,xu3,feathers,⿰ (left-right),⿰𤣩羽,羽 = feathers,SC,SC::L2
埗,dock,,,,bu4,soil + footstep,⿰ (left-right),⿰土步,"土 = soil, 步 = footstep",SC,SC::L2
垾,small dike,,,,han4,soil + drought / dry weather,⿰ (left-right),⿰土旱,"土 = soil, 旱 = drought / dry weather",SC,SC::L2
垺,extremely large,,,,pou2,soil + fledglings,⿰ (left-right),⿰土孚,"土 = soil, 孚 = fledglings",SC,SC::L2
埆,stony,,,,que4,soil + angle,⿰ (left-right),⿰土角,"土 = soil, 角 = angle",SC,SC::L2
垿,earthern goblet stand also known as 反坫[fan3 dian4] (old),,,,xu4,soil + preface,⿰ (left-right),⿰土序,"土 = soil, 序 = preface",SC,SC::L2
埌,wasteland,,,,lang4,soil + high-quality / good,⿰ (left-right),⿰土良,"土 = soil, 良 = high-quality / good",SC,SC::L2
埇,raised path,,,,yong3,soil + chop-rack,⿰ (left-right),⿰土甬,"土 = soil, 甬 = chop-rack",SC,SC::L2
莰,camphane C10H18,,,,kan3,flower + hump,⿱ (top-bottom),⿱艹坎,"艹 = flower, 坎 = hump",SC,SC::L2
茝,"aromatic plant, possibly Dahurian angelica 白芷[bai2 zhi3] (archaic)",,,,chai3,flower,⿱ (top-bottom),⿱艹𦣞,艹 = flower,SC,SC::L2
𬜯,name of a variety of grass,,,,,flower + dos,⿱ (top-bottom),⿱艹两,"艹 = flower, 两 = dos",SC,SC::L2
鄀,place name (5),,,,ruo4,as if / young + pinnacle,⿰ (left-right),⿰若阝,"若 = as if / young, 阝 = pinnacle",SC,SC::L2
莶,Taiwan pr. [lian4],,,,lian3,flower + hootenanny,⿱ (top-bottom),⿱艹佥,"艹 = flower, 佥 = hootenanny",SC,SC::L2
莝,to chop straw fine for animals,,,,cuo4,flower + sit / sitting in meditation,⿱ (top-bottom),⿱艹坐,"艹 = flower, 坐 = sit / sitting in meditation",SC,SC::L2
䓖,used in 芎藭|芎䓖[xiong1 qiong2],,,,qiong2,flower + poor,⿱ (top-bottom),⿱艹穷,"艹 = flower, 穷 = poor",SC,SC::L2
莙,species of water plant,,,,jun1,flower + monarch / old boy,⿱ (top-bottom),⿱艹君,"艹 = flower, 君 = monarch / old boy",SC,SC::L2
栻,tree (4),,,,shi4,tree + style,⿰ (left-right),⿰木式,"木 = tree, 式 = style",SC,SC::L2
桠,forking branch,,,,ya1,tree + Asia,⿰ (left-right),⿰木亚,"木 = tree, 亚 = Asia",SC,SC::L2
𬂩,Taiwan pr. [jia2],,,,jia1,tree + press from both sides,⿰ (left-right),⿰木夹,"木 = tree, 夹 = press from both sides",SC,SC::L2
桄,used in 桄榔[guang1 lang2],,,,guang1,tree + ray,⿰ (left-right),⿰木光,"木 = tree, 光 = ray",SC,SC::L2
梠,beam at the eaves,,,,lu:3,tree + spine,⿰ (left-right),⿰木吕,"木 = tree, 吕 = spine",SC,SC::L2
栴,used in 栴檀[zhan1 tan2],,,,zhan1,tree + reclining (also: lying (down)) + cinnabar red,⿰ (left-right),⿰木⿱𠂉丹,"木 = tree, 𠂉 = reclining (also: lying (down)), 丹 = cinnabar red",SC,SC::L2
梴,length (of a tree or beam),,,,chan1,tree + prolong,⿰ (left-right),⿰木延,"木 = tree, 延 = prolong",SC,SC::L2
栒,cross bar,,,,xun2,tree + decameron,⿰ (left-right),⿰木旬,"木 = tree, 旬 = decameron",SC,SC::L2
酎,strong wine,,,,zhou4,sign of the bird + Chinese inch / measurement,⿰ (left-right),⿰酉寸,"酉 = sign of the bird, 寸 = Chinese inch / measurement",SC,SC::L2
酏,elixirs,,,,yi2,sign of the bird + also / est,⿰ (left-right),⿰酉也,"酉 = sign of the bird, 也 = also / est",SC,SC::L2
𫠆,raise one's head,,,,kui3,offshoot / branch + page,⿰ (left-right),⿰支页,"支 = offshoot / branch, 页 = page",SC,SC::L2
砵,alms bowl,,,,bo1,stone + notebook,⿰ (left-right),⿰石本,"石 = stone, 本 = notebook",SC,SC::L2
砠,hilly,,,,qu1,stone + moreover,⿰ (left-right),⿰石且,"石 = stone, 且 = moreover",SC,SC::L2
砫,ancestral tablet,,,,zhu3,stone + lord,⿰ (left-right),⿰石主,"石 = stone, 主 = lord",SC,SC::L2
砬,a huge boulder,,,,la2,stone + standing up / stand up,⿰ (left-right),⿰石立,"石 = stone, 立 = standing up / stand up",SC,SC::L2
硁,the sound of stones knocking together,,,,keng1,stone + spool,⿰ (left-right),⿰石𢀖,"石 = stone, 𢀖 = spool",SC,SC::L2
恧,ashamed (2),,,,nu:4,and / and then + heart,⿱ (top-bottom),⿱而心,"而 = and / and then, 心 = heart",SC,SC::L2
翃,to swarm (of insects),,,,hong2,feathers,⿰ (left-right),⿰厷羽,羽 = feathers,SC,SC::L2
郪,name of a stream in Sichuan province,,,,qi1,wife + pinnacle,⿰ (left-right),⿰妻阝,"妻 = wife, 阝 = pinnacle",SC,SC::L2
辀,shaft (of a cart),,,,zhou1,car + boat,⿰ (left-right),⿰车舟,"车 = car, 舟 = boat",SC,SC::L2
辁,limited (of talent or ability),,,,quan2,car + whole,⿰ (left-right),⿰车全,"车 = car, 全 = whole",SC,SC::L2
剕,amputation of limbs as corporal punishment,,,,fei4,non- / un-,⿰ (left-right),⿰非刂,非 = non- / un-,SC,SC::L2
赀,to fine (archaic),,,,zi1,this (literary) / this here + shellfish,⿱ (top-bottom),⿱此贝,"此 = this (literary) / this here, 贝 = shellfish",SC,SC::L2
哢,to sing or chirp (of birds),,,,long4,mouth + play with / tinker with,⿰ (left-right),⿰口弄,"口 = mouth, 弄 = play with / tinker with",SC,SC::L2
晅,light of the sun (2),,,,xuan1,day,⿰ (left-right),⿰日亘,日 = day,SC,SC::L2
唝,used for transcription in 嗊吥|唝吥[Gong4 bu4],,,,gong4,mouth + tribute,⿰ (left-right),⿰口贡,"口 = mouth, 贡 = tribute",SC,SC::L2
哳,used in 嘲哳[zhao1 zha1] and 啁哳[zhao1 zha1],,,,zha1,mouth + discount / fold,⿰ (left-right),⿰口折,"口 = mouth, 折 = discount / fold",SC,SC::L2
哱,used in 呼哱哱[hu1 bo1 bo1],,,,bo1,mouth + Sunday school,⿰ (left-right),⿰口孛,"口 = mouth, 孛 = Sunday school",SC,SC::L2
冔,cap of Yin dynasty,,,,xu3,plead,⿱ (top-bottom),⿱冃吁,吁 = plead,SC,SC::L2
晔,to sparkle,,,,ye4,day + splendor,⿰ (left-right),⿰日华,"日 = day, 华 = splendor",SC,SC::L2
晖,to shine upon,,,,hui1,day + army,⿰ (left-right),⿰日军,"日 = day, 军 = army",SC,SC::L2
蚄,used in 虸蚄[zi3 fang1] (2),,,,fang1,insect + direction,⿰ (left-right),⿰虫方,"虫 = insect, 方 = direction",SC,SC::L2
蚆,a kind of shell,,,,ba1,insect + crust / comma-design,⿰ (left-right),⿰虫巴,"虫 = insect, 巴 = crust / comma-design",SC,SC::L2
帱,canopy,,,,chou2,towel + longevity,⿰ (left-right),⿰巾寿,"巾 = towel, 寿 = longevity",SC,SC::L2
崁,a place in Taiwan Tainan,,,,kan3,mountain + hump,⿱ (top-bottom),⿱山坎,"山 = mountain, 坎 = hump",SC,SC::L2
峿,name of a mountain (2),,,,wu2,mountain + I (literary),⿰ (left-right),⿰山吾,"山 = mountain, 吾 = I (literary)",SC,SC::L2
𪨶,old variant of 畲[She1],,,,She1,mountain + large + car,⿳ (top-mid-bottom),⿳山大车,"山 = mountain, 大 = large, 车 = car",SC,SC::L2
崄,precipitous (2),,,,xian3,mountain + hootenanny,⿰ (left-right),⿰山佥,"山 = mountain, 佥 = hootenanny",SC,SC::L2
帨,kerchief,,,,shui4,towel + convert,⿰ (left-right),⿰巾兑,"巾 = towel, 兑 = convert",SC,SC::L2
崀,place name in Hunan province,,,,lang4,mountain + high-quality / good,⿱ (top-bottom),⿱山良,"山 = mountain, 良 = high-quality / good",SC,SC::L2
赆,farewell presents,,,,jin4,shellfish + exhausted,⿰ (left-right),⿰贝尽,"贝 = shellfish, 尽 = exhausted",SC,SC::L2
𬬸,acmite,,,,shu4,art,⿰ (left-right),⿰钅术,术 = art,SC,SC::L2
钷,promethium (chemistry),,,,po3,,⿰ (left-right),⿰钅叵,,SC,SC::L2
𬬻,rutherfordium (chemistry),,,,lu2,Louvre,⿰ (left-right),⿰钅卢,卢 = Louvre,SC,SC::L2
𬬿,sickle (2),,,,zhao1,summon / seduce,⿰ (left-right),⿰钅召,召 = summon / seduce,SC,SC::L2
𬭁,used in 鈷鉧|钴𬭁[gu3 mu3],,,,mu3,mother / mama,⿰ (left-right),⿰钅母,母 = mother / mama,SC,SC::L2
眚,cataract of the eye,,,,sheng3,life + eye,⿱ (top-bottom),⿱生目,"生 = life, 目 = eye",SC,SC::L2
甡,multitude (2),,,,shen1,life,⿰ (left-right),⿰生生,生 = life,SC,SC::L2
笫,bamboo mat,,,,zi3,,⿱ (top-bottom),⿱𥫗𠂔,,SC,SC::L2
倻,"used to represent phonetic ""ya"" in Korean names",,,,ye1,Jerusalem / exclamation,⿰ (left-right),⿰亻耶,耶 = Jerusalem / exclamation,SC,SC::L2
倴,a place in Héběi,,,,,dash / bustle,⿰ (left-right),⿰亻奔,奔 = dash / bustle,SC,SC::L2
脩,dried meat presented by pupils to their teacher at their first meeting (in ancient times),,,,xiu1,walking stick + walking legs,⿲ (left-mid-right),⿲亻丨⿱夂⺝,"丨 = walking stick, 夂 = walking legs",SC,SC::L2
倮,bare,,,,luo3,fruit,⿰ (left-right),⿰亻果,果 = fruit,SC,SC::L2
倞,to seek,,,,jing4,capital,⿰ (left-right),⿰亻京,京 = capital,SC,SC::L2
𫢸,severe,,,,dan4,list,⿰ (left-right),⿰亻单,单 = list,SC,SC::L2
倓,quiet (3),,,,tan2,inflammation,⿰ (left-right),⿰亻炎,炎 = inflammation,SC,SC::L2
衃,coagulated blood,,,,,blood + no / negative,⿰ (left-right),⿰血不,"血 = blood, 不 = no / negative",SC,SC::L2
虒,amphibious animal with one horn,,,,si1,drag + tiger,⿸ (top-left-wrap),⿸𠂆虎,"𠂆 = drag, 虎 = tiger",SC,SC::L2
舭,bilge,,,,bi3,boat + compare,⿰ (left-right),⿰舟比,"舟 = boat, 比 = compare",SC,SC::L2
瓞,small melon,,,,die2,melon + lose,⿺ (bottom-left-wrap),⿺瓜失,"瓜 = melon, 失 = lose",SC,SC::L2
鬯,a kind of sacrificial wine used in ancient times,,,,chang4,ancient spoon,⿱ (top-bottom),⿱𠚍匕,匕 = ancient spoon,SC,SC::L2
鸰,used in 鶺鴒|鹡鸰[ji2 ling2],,,,ling2,orders + bird,⿰ (left-right),⿰令鸟,"令 = orders, 鸟 = bird",SC,SC::L2
脎,osazone,,,,,month + kill,⿰ (left-right),⿰月杀,"月 = month, 杀 = kill",SC,SC::L2
朓,the appearance of the moon in the west at the end of a lunar month,,,,tiao3,month + portent,⿰ (left-right),⿰月兆,"月 = month, 兆 = portent",SC,SC::L2
