character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,deck,tags
餅,cookie / mochi,2458,,2802,"bǐng: round flat cake, cookie, cake, pastry",food + puzzle,⿰ (left-right),⿰飠并,"<span style=""color:#1a5276"">飠</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">并</span> <span style=""color:#666"">combine</span> <span style=""color:#999"">(alias: puzzle)</span>",RTH RTK,RTH2::L37 RTK3v2::CH02
養,raise / foster,1100,,1479,"yǎng: to raise (animals), to bring up (children), to keep (pets), to support",animal horns + floor + floor + walking stick + floor + food,⿱ (top-bottom),⿱𦍌食,"<span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span>",RTH RTK,RTH1::L37 RTK1v5::L38
餌,feed,,,2797,,food + ear,⿰ (left-right),⿰飠耳,"<span style=""color:#1a5276"">飠</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">耳</span> <span style=""color:#666"">ear</span>",RTK,RTK3v2::CH02
餐,dine / repast,1098,1158,2798,"cān: meal, to eat, classifier for meals",magic wand + evening + crotch + food,⿱ (top-bottom),⿱𣦼食,"<span style=""color:#1a5276"">卜</span> <span style=""color:#666"">divination</span> <span style=""color:#999"">(alias: magic wand)</span><br><span style=""color:#1a5276"">夕</span> <span style=""color:#666"">evening</span><br><span style=""color:#1a5276"">又</span> <span style=""color:#666"">again</span> <span style=""color:#999"">(alias: crotch)</span><br><span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span>",RSH RTH RTK,RSH1::L37 RTH1::L37 RTK3v2::CH02
餓,hungry / starve,2460,,1476,"è: to be hungry, hungry",food + I,⿰ (left-right),⿰飠我,"<span style=""color:#1a5276"">飠</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">我</span> <span style=""color:#666"">I</span>",RTH RTK,RTH2::L37 RTK1v5::L38
餘,excess,1233,,,"yú: extra, surplus, remaining, remainder after division",food + scale,⿰ (left-right),⿰飠余,"<span style=""color:#1a5276"">飠</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">余</span> <span style=""color:#666"">excess</span> <span style=""color:#999"">(alias: scale)</span>",RTH,RTH1::L42 primitive
餡,filling,2931,,,"xiàn: stuffing, force-meat",food + pothole,⿰ (left-right),⿰飠臽,"<span style=""color:#1a5276"">飠</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">臽</span> <span style=""color:#666"">pothole</span>",RTH,RTH2::L55
館,Bldg.,1099,,1478,"guǎn: building, shop, term for certain service establishments, embassy or consulate",food + bureaucrat,⿰ (left-right),⿰飠官,"<span style=""color:#1a5276"">飠</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">官</span> <span style=""color:#666"">bureaucrat</span>",RTH RTK,RTH1::L37 RTK1v5::L38
饅,bread / bean jam,2457,,2998,mán: steamed bread,food + mandala,⿰ (left-right),⿰飠曼,"<span style=""color:#1a5276"">飠</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">曼</span> <span style=""color:#666"">drawn out</span> <span style=""color:#999"">(alias: mandala)</span>",RTH RTK,RTH2::L37 RTK3v2::CH06
饒,spare,2452,,,"ráo: rich, abundant, exuberant, to add for free",food + floor + walking stick + floor + floor + walking stick + floor + floor + walking stick + floor + floor + drop + hook,⿰ (left-right),⿰飠堯,"<span style=""color:#1a5276"">飠</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span>",RTH,RTH2::L37
饗,feast,,,2799,,countryside + young man + food,⿱ (top-bottom),⿱鄉食,"<span style=""color:#1a5276"">乡</span> <span style=""color:#666"">countryside</span><br><span style=""color:#1a5276"">郎</span> <span style=""color:#666"">young man</span><br><span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span>",RTK,RTK3v2::CH02
饞,gluttonous,2842,,,"chán: gluttonous, greedy, to have a craving",food + dagger + mouth + compare + rabbit,⿰ (left-right),⿰飠毚,"<span style=""color:#1a5276"">飠</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">⺈</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: dagger)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">比</span> <span style=""color:#666"">compare</span><br><span style=""color:#1a5276"">兔</span> <span style=""color:#666"">rabbit</span>",RTH,RTH2::L52
饥,starving,,2517,,"jī: hungry, variant of 飢|饥[jī]",food + small table,⿰ (left-right),⿰饣几,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">几</span> <span style=""color:#666"">how many?</span> <span style=""color:#999"">(alias: small table)</span>",RSH,RSH2::L37
饭,meal,,1157,,"fàn: food, cuisine, cooked rice, meal",food + against,⿰ (left-right),⿰饣反,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">反</span> <span style=""color:#666"">against</span>",RSH,RSH1::L37
饮,beverage,,2520,,yǐn: to drink,food + yawn,⿰ (left-right),⿰饣欠,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">欠</span> <span style=""color:#666"">lack</span> <span style=""color:#999"">(alias: yawn)</span>",RSH,RSH2::L37
饰,ornaments,,2519,,"shì: decoration, ornament, to decorate, to adorn",food + reclining + towel,⿰ (left-right),⿰饣⿱𠂉巾,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">𠂉</span> <span style=""color:#666"">reclining</span> <span style=""color:#999"">(alias: lying (down))</span><br><span style=""color:#1a5276"">巾</span> <span style=""color:#666"">towel</span>",RSH,RSH2::L37
饱,sated,,2522,,"bǎo: to eat till full, satisfied",food + wrap,⿰ (left-right),⿰饣包,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">包</span> <span style=""color:#666"">wrap</span>",RSH,RSH2::L37
饲,rear,,2819,,"sì: to raise, to rear, to feed",food + take charge of,⿰ (left-right),⿰饣司,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">司</span> <span style=""color:#666"">take charge of</span>",RSH,RSH2::L49
饴,,,,,,food + platform,⿰ (left-right),⿰饣台,"<span style=""color:#1a5276"">饣</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">台</span> <span style=""color:#666"">platform</span>",,
饵,,,,,,food + ear,⿰ (left-right),⿰饣耳,"<span style=""color:#1a5276"">饣</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">耳</span> <span style=""color:#666"">ear</span>",,
饶,spare,,2518,,"ráo: rich, abundant, exuberant, to add for free",food + javelin thrower,⿰ (left-right),⿰饣尧,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">尧</span> <span style=""color:#666"">Yao</span> <span style=""color:#999"">(alias: javelin thrower)</span>",RSH,RSH2::L37
饺,dumpling,,2525,,jiǎo: dumplings with meat filling,food + mingle,⿰ (left-right),⿰饣交,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">交</span> <span style=""color:#666"">mingle</span>",RSH,RSH2::L37
饼,cookie,,2524,,"bǐng: round flat cake, cookie, cake, pastry",food + puzzle,⿰ (left-right),⿰饣并,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">并</span> <span style=""color:#666"">combine</span> <span style=""color:#999"">(alias: puzzle)</span>",RSH,RSH2::L37
饿,hungry,,2526,,"è: to be hungry, hungry",food + miser,⿰ (left-right),⿰饣我,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">囧我</span> <span style=""color:#666"">miser</span>",RSH,RSH2::L37
馅,filling,,2970,,"xiàn: stuffing, force-meat",food + pothole,⿰ (left-right),⿰饣臽,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">臽</span> <span style=""color:#666"">pothole</span>",RSH,RSH2::L55
馆,Bldg.,,1159,,"guǎn: variant of 館|馆[guǎn], building, shop, term for certain service establishments",food + bureaucrat,⿰ (left-right),⿰饣官,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">官</span> <span style=""color:#666"">bureaucrat</span>",RSH,RSH1::L37
馋,gluttonous,,2890,,"chán: gluttonous, greedy, to have a craving",food + hare + ice,⿰ (left-right),⿰饣𫥎,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">免</span> <span style=""color:#666"">avoid</span> <span style=""color:#999"">(alias: hare)</span><br><span style=""color:#1a5276"">冫</span> <span style=""color:#666"">ice</span>",RSH,RSH2::L52
馒,bread,,2523,,mán: steamed bread,food + mandala,⿰ (left-right),⿰饣曼,"<span style=""color:#1a5276"">食</span> <span style=""color:#666"">food</span><br><span style=""color:#1a5276"">曼</span> <span style=""color:#666"">drawn out</span> <span style=""color:#999"">(alias: mandala)</span>",RSH,RSH2::L37
首,heads / neck,67,71,70,"shǒu: head, chief, first (occasion, thing etc), classifier for poems, songs etc",horns + nose,⿱ (top-bottom),⿱丷𦣻,"<span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span><br><span style=""color:#1a5276"">自</span> <span style=""color:#666"">oneself</span> <span style=""color:#999"">(alias: nose)</span>",RSH RTH RTK,RSH1::L04 RTH1::L04 RTK1v5::L05
香,perfume / incense,717,772,911,"xiāng: fragrant, sweet smelling, aromatic, savory or appetizing",wild rice + sun,⿱ (top-bottom),⿱禾日,"<span style=""color:#1a5276"">禾</span> <span style=""color:#666"">standing grain</span> <span style=""color:#999"">(alias: wild rice)</span><br><span style=""color:#1a5276"">日</span> <span style=""color:#666"">day</span> <span style=""color:#999"">(alias: sun)</span>",RSH RTH RTK,RSH1::L25 RTH1::L25 RTK1v5::L26
馨,fragrant / ambrosial,1367,1410,2925,xīn: fragrant,civil war + perfume,⿱ (top-bottom),⿱殸香,"<span style=""color:#1a5276"">殸</span> <span style=""color:#666"">civil war</span><br><span style=""color:#1a5276"">香</span> <span style=""color:#666"">perfume</span>",RSH RTH RTK,RSH1::L50 RTH1::L50 RTK3v2::CH03
馬,horse,1415,,1978,"Mǎ: surname Ma, abbr. for Malaysia 馬來西亞|马来西亚[Mǎ lái xī yà] | mǎ: horse, CL:匹[pi], horse or cavalry piece in Chinese chess, knight in Western chess",{51} + flames,⿹ (top-right-wrap),⿹{51}灬,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span>",RTH RTK,RTH1::L53 RTK1v5::L54
馮,Feng,3018,,,"píng: to gallop, to assist, to attack, to wade",ice + {51} + flames,⿰ (left-right),⿰冫馬,"<span style=""color:#1a5276"">冫</span> <span style=""color:#666"">ice</span><br><span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span>",RTH,RTH2::Postscript 1
馱,,,,,,{51} + flames + floor + person,⿰ (left-right),⿰馬大,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span>",,
馳,gallop / rush,2853,,2805,"chí: run fast, speed, spread, gallop",{51} + flames + scorpion,⿰ (left-right),⿰馬也,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">也</span> <span style=""color:#666"">also</span> <span style=""color:#999"">(alias: scorpion)</span>",RTH RTK,RTH2::L53 RTK3v2::CH02
馴,tame,2849,,2807,"xùn: to attain gradually, to tame, Taiwan pr. [xún]",{51} + flames + drop + walking stick + walking stick,⿰ (left-right),⿰馬川,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",RTH RTK,RTH2::L53 RTK3v2::CH02
駁,refute / rebuttal,2860,,2808,"bó: variegated, heterogeneous, to refute, to contradict",{51} + flames + sheaf + Sheaf,⿰ (left-right),⿰馬爻,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">㐅</span> <span style=""color:#666"">sheaf</span><br><span style=""color:#1a5276"">乂</span> <span style=""color:#666"">Sheaf</span>",RTH RTK,RTH2::L53 RTK3v2::CH02
駄,burdensome,,,1986,,{51} + flames + overly,⿰ (left-right),⿰馬太,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">太</span> <span style=""color:#666"">overly</span>",RTK,RTK1v5::L54
駅,station,,,1984,,{51} + flames + ruler,⿰ (left-right),⿰馬尺,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">尺</span> <span style=""color:#666"">ruler</span>",RTK,RTK1v5::L54
駆,drive,,,1983,,{51} + flames + region,⿰ (left-right),⿰馬区,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">区</span> <span style=""color:#666"">region</span>",RTK,RTK1v5::L54
駈,gallop,,,2809,,{51} + flames + hill,⿰ (left-right),⿰馬丘,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">丘</span> <span style=""color:#666"">hill</span>",RTK,RTK3v2::CH02
駐,be stationed / parking,2851,,1982,"zhù: to halt, to stay, to be stationed (of troops, diplomats etc)",{51} + flames + candlestick,⿰ (left-right),⿰馬主,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">主</span> <span style=""color:#666"">lord</span> <span style=""color:#999"">(alias: candlestick)</span>",RTH RTK,RTH2::L53 RTK1v5::L54
駒,pony,,,1979,,{51} + flames + sentence,⿰ (left-right),⿰馬句,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">句</span> <span style=""color:#666"">sentence</span>",RTK,RTK1v5::L54
駕,drive / stretcher,2858,,2803,"jià: to harness, to draw (a cart etc), to drive, to pilot",add + {51} + flames,⿱ (top-bottom),⿱加馬,"<span style=""color:#1a5276"">加</span> <span style=""color:#666"">add</span><br><span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span>",RTH RTK,RTH2::L53 RTK3v2::CH02
駛,maneuver,2856,,,"shǐ: to gallop, speedily, to proceed to, to pilot (ship, plane etc)",{51} + flames + history,⿰ (left-right),⿰馬史,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">史</span> <span style=""color:#666"">history</span>",RTH,RTH2::L53
駝,camel (back end),2984,,,"tuó: hump or hunchbacked, camel",{51} + flames + it,⿰ (left-right),⿰馬它,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">它</span> <span style=""color:#666"">it</span>",RTH,RTH2::Compounds
駱,camel (front end),2983,,,"luò: camel, white horse with a black mane (archaic)",{51} + flames + each,⿰ (left-right),⿰馬各,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">各</span> <span style=""color:#666"">each</span>",RTH,RTH2::Compounds
駿,steed,,,2060,,{51} + flames + streetwalker,⿰ (left-right),⿰馬夋,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">夋</span> <span style=""color:#666"">streetwalker</span>",RTK,RTK3v2::CH01
騎,ride / equestrian,1420,,1981,"jì: (Taiwan) saddle horse, mounted soldier | qí: to ride (an animal or bike), to sit astride, classifier for saddle-horses",{51} + flames + strange,⿰ (left-right),⿰馬奇,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">奇</span> <span style=""color:#666"">strange</span>",RTH RTK,RTH1::L53 RTK1v5::L54
騒,boisterous,,,1985,,{51} + flames + right hand + middle + ㇀ + eyedropper,⿰ (left-right),⿰馬𧈡,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">又</span> <span style=""color:#666"">again</span> <span style=""color:#999"">(alias: right hand)</span><br><span style=""color:#1a5276"">中</span> <span style=""color:#666"">middle</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",RTK,RTK1v5::L54
験,verification,,,1980,,{51} + flames + umbrella + floor + mouth + person,⿰ (left-right),⿰馬㑒,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span>",RTK,RTK1v5::L54
騙,cheat,2863,,2806,"piàn: to cheat, to swindle, to deceive, to fool",{51} + flames + book cover,⿰ (left-right),⿰馬扁,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">扁</span> <span style=""color:#666"">flat</span> <span style=""color:#999"">(alias: book cover)</span>",RTH RTK,RTH2::L53 RTK3v2::CH02
騨,piebald,,,2804,,{51} + flames + eyedropper + eyedropper + dropdrop + first + floor,⿰ (left-right),⿰馬単,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">甲</span> <span style=""color:#666"">first</span> <span style=""color:#999"">(alias: radish)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span>",RTK,RTK3v2::CH02
騰,take flight / inflation,2847,,1989,"téng: to soar, to gallop, to prance, to turn over",glass cover + two + animal horns + husband + {51} + flames,⿰ (left-right),⿰月駦,"<span style=""color:#1a5276"">⺆</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span><br><span style=""color:#1a5276"">夫</span> <span style=""color:#666"">husband</span><br><span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span>",RTH RTK,RTH2::L53 RTK1v5::L54
騷,disturb,2857,,,"sāo: trouble, disturbance, rumpus, flirty",{51} + flames + fork + middle + ㇀ + eyedropper,⿰ (left-right),⿰馬蚤,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">叉</span> <span style=""color:#666"">fork</span><br><span style=""color:#1a5276"">中</span> <span style=""color:#666"">middle</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",RTH,RTH2::L53
騾,mule,2859,,,"luó: mule, CL:匹[pǐ],頭|头[tóu]",{51} + flames + tired,⿰ (left-right),⿰馬累,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">累</span> <span style=""color:#666"">tired</span>",RTH,RTH2::L53
驅,drive away,2862,,,"qū: to expel, to urge on, to drive, to run quickly",{51} + flames + box + goods,⿰ (left-right),⿰馬區,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">匚</span> <span style=""color:#666"">box</span><br><span style=""color:#1a5276"">品</span> <span style=""color:#666"">goods</span>",RTH,RTH2::L53
驕,arrogant,2852,,,"jiāo: proud, arrogant",{51} + flames + die young + mouth + glass cover + mouth,⿰ (left-right),⿰馬喬,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">夭</span> <span style=""color:#666"">die young</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span>",RTH,RTH2::L53
驗,check,1419,,,"yàn: to examine, to test, to check",{51} + flames + umbrella + floor + windup teeth + assembly line,⿰ (left-right),⿰馬僉,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">吅</span> <span style=""color:#666"">chatterbox</span> <span style=""color:#999"">(alias: windup teeth)</span><br><span style=""color:#1a5276"">从</span> <span style=""color:#666"">follow</span> <span style=""color:#999"">(alias: assembly line)</span>",RTH,RTH1::L53
驚,startled / wonder,1421,,1987,"jīng: to start, to be frightened, to be scared, alarm",revere + {51} + flames,⿱ (top-bottom),⿱敬馬,"<span style=""color:#1a5276"">敬</span> <span style=""color:#666"">revere</span><br><span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span>",RTH RTK,RTH1::L53 RTK1v5::L54
驛,,,,,,{51} + flames + pent in + walking stick + walking stick + good fortune,⿰ (left-right),⿰馬睪,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">幸</span> <span style=""color:#666"">good fortune</span>",,
驟,trot,2864,,,"zhòu: sudden, unexpected, abrupt, suddenly",{51} + flames + assemble,⿰ (left-right),⿰馬聚,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">聚</span> <span style=""color:#666"">assemble</span>",RTH,RTH2::L53
驢,donkey,2872,,2810,lǘ: donkey,{51} + flames + drop + magic wand + ⺂ + floor + hook + floor + hook + pent in + floor + walking stick + glass cover + floor + walking stick + walking stick,⿰ (left-right),⿰馬盧,"<span style=""color:#1a5276"">灬</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: flames)</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span><br><span style=""color:#1a5276"">⺊</span> <span style=""color:#666"">divination</span> <span style=""color:#999"">(alias: magic wand)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span><br><span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span>",RTH RTK,RTH2::L53 RTK3v2::CH02
马,horse,,1453,,"Mǎ: surname Ma, abbr. for Malaysia 馬來西亞|马来西亚[Mǎ lái xī yà] | mǎ: horse, CL:匹[pi], horse or cavalry piece in Chinese chess, knight in Western chess",pointed tail,⿹ (top-right-wrap),⿹{52}一,"<span style=""color:#1a5276"">囧与－丨一</span> <span style=""color:#666"">pointed tail</span>",RSH,RSH1::L53
驮,,,,,,horse + floor + person,⿰ (left-right),⿰马大,"<span style=""color:#1a5276"">马</span> <span style=""color:#666"">horse</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span>",,
驯,tame,,2894,,"xùn: to attain gradually, to tame, Taiwan pr. [xún]",horse + flood,⿰ (left-right),⿰马川,"<span style=""color:#1a5276"">马</span> <span style=""color:#666"">horse</span><br><span style=""color:#1a5276"">川</span> <span style=""color:#666"">stream</span> <span style=""color:#999"">(alias: flood)</span>",RSH,RSH2::L53
驰,gallop,,2898,,"chí: run fast, speed, spread, gallop",horse + scorpion,⿰ (left-right),⿰马也,"<span style=""color:#1a5276"">马</span> <span style=""color:#666"">horse</span><br><span style=""color:#1a5276"">也</span> <span style=""color:#666"">also</span> <span style=""color:#999"">(alias: scorpion)</span>",RSH,RSH2::L53
驱,drive away,,2908,,"qū: to expel, to urge on, to drive, to run quickly",horse + region,⿰ (left-right),⿰马区,"<span style=""color:#1a5276"">马</span> <span style=""color:#666"">horse</span><br><span style=""color:#1a5276"">区</span> <span style=""color:#666"">region</span>",RSH,RSH2::L53
驳,refute,,2909,,"bó: variegated, heterogeneous, to refute, to contradict",horse + sheaf,⿰ (left-right),⿰马爻,"<span style=""color:#1a5276"">马</span> <span style=""color:#666"">horse</span><br><span style=""color:#1a5276"">㐅</span> <span style=""color:#666"">sheaf</span>",RSH,RSH2::L53
驴,donkey,,2903,,lǘ: donkey,horse + door,⿰ (left-right),⿰马户,"<span style=""color:#1a5276"">马</span> <span style=""color:#666"">horse</span><br><span style=""color:#1a5276"">户</span> <span style=""color:#666"">door</span>",RSH,RSH2::L53
驶,maneuver,,2900,,"shǐ: to gallop, speedily, to proceed to, to pilot (ship, plane etc)",horse + history,⿰ (left-right),⿰马史,"<span style=""color:#1a5276"">马</span> <span style=""color:#666"">horse</span><br><span style=""color:#1a5276"">史</span> <span style=""color:#666"">history</span>",RSH,RSH2::L53
驹,,,,,,horse + sentence,⿰ (left-right),⿰马句,"<span style=""color:#1a5276"">马</span> <span style=""color:#666"">horse</span><br><span style=""color:#1a5276"">句</span> <span style=""color:#666"">sentence</span>",,
