character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,deck,tags
膏,ointment,1606,1636,2923,"gāo: ointment, paste, CL:帖[tiě] | gào: to moisten, to grease, to apply (cream, ointment), to dip a brush in ink",Eiffel Tower + flesh,⿳ (top-mid-bottom),⿳{87}口⺝,"囧高 = Eiffel Tower, 月 = flesh",RSH RTH RTK,RSH2::L14 RTH2::L14 RTK3v2::CH03
膚,skin,2868,,1992,fū: skin,drop + magic wand + ⺂ + floor + hook + floor + hook + stomach,⿸ (top-left-wrap),⿸虍胃,"丿 = drop, ⺊ = magic wand, 一 = floor, 乚 = hook, 胃 = stomach",RTH RTK,RTH2::L53 RTK1v5::L54
膜,membrane,1563,1584,233,"mó: membrane, film",flesh + graveyard,⿰ (left-right),⿰月莫,"月 = flesh, 莫 = graveyard",RSH RTH RTK,RSH2::L10 RTH2::L10 RTK1v5::L10
膝,knees,1951,2025,2461,xī: knee,flesh + Baron von Rumpelbrella,⿰ (left-right),⿰月桼,"月 = flesh, 桼 = Baron von Rumpelbrella",RSH RTH RTK,RSH2::L25 RTH2::L25 RTK3v2::CH02
膨,puffy / swell,2643,2704,1719,péng: swollen,flesh + drum + rooster tail,⿰ (left-right),⿰月彭,"月 = flesh, 壴 = drum, 彡 = rooster tail",RSH RTH RTK,RSH2::L44 RTH2::L44 RTK1v5::L45
膳,dining tray,,,2468,,glass cover + two + virtuous,⿰ (left-right),⿰月善,"⺆ = glass cover, 二 = two, 善 = virtuous",RTK,RTK3v2::CH02
膿,pus,,,2455,,glass cover + two + bent + sign of the dragon,⿰ (left-right),⿰月農,"⺆ = glass cover, 二 = two, 曲 = bent, 辰 = sign of the dragon",RTK,RTK3v2::CH02
臆,cowardice,,,2460,,glass cover + two + idea,⿰ (left-right),⿰月意,"⺆ = glass cover, 二 = two, 意 = idea",RTK,RTK3v2::CH02
臓,entrails,,,851,,glass cover + two + floor + walking stick + walking stick + parade + box + walking stick + {50} + walking stick,⿰ (left-right),⿰月蔵,"⺆ = glass cover, 二 = two, 一 = floor, 丨 = walking stick, 戊 = parade, 匚 = box",RTK,RTK1v5::L25
臣,feudal official / retainer,683,731,848,"chén: state official or subject in dynastic China, ""Your Servant"", form of address used when speaking to a ruler, to submit oneself to the rule of or acknowledge allegiance to, to serve a ruler as his subject",box + walking stick + {50} + walking stick,⿷ (surround-open-right),⿷匚⿳丨{50}丨,"匚 = box, 丨 = walking stick",RSH RTH RTK,RSH1::L24 RTH1::L24 RTK1v5::L25 primitive
臥,for sleeping / supinate,2030,,2909,"wò: to lie, to crouch",box + walking stick + {50} + walking stick + person,⿰ (left-right),⿰臣人,"匚 = box, 丨 = walking stick, 人 = person",RTH RTK,RTH2::L26 RTK3v2::CH03
臨,be about to / look to,684,,854,"lín: to face, to overlook, to arrive, to be (just) about to",box + walking stick + {50} + walking stick + dropdrop + floor + goods,⿰ (left-right),⿰臣⿱𠂉品,"匚 = box, 丨 = walking stick, ㇒ = dropdrop, 一 = floor, 品 = goods",RTH RTK,RTH1::L24 RTK1v5::L25
自,oneself,32,33,36,"zì: from, self, oneself, since",a drop of + eye,⿱ (top-bottom),⿱㇒目,"丶 = a drop of, 目 = eye",RSH RTH RTK,RSH1::L03 RTH1::L03 RTK1v5::L03 primitive
臭,stinking,231,250,122,"chòu: stench, stink, smelly, to smell (bad) | xiù: sense of smell, smell bad",chihuahua + nose,⿱ (top-bottom),⿱自犬,"犬 = chihuahua, 鼻 = nose",RSH RTH RTK,RSH1::L11 RTH1::L11 RTK1v5::L07
至,until / climax,626,678,753,"zhì: to arrive, most, to, until",wall + soil,⿱ (top-bottom),⿱𠫔土,"囧会－亼 = wall, 土 = soil",RSH RTH RTK,RSH1::L22 RTH1::L22 RTK1v5::L23
致,bring about / doth,1872,1916,756,"zhì: fine, delicate, to send, to devote",until + taskmaster,⿰ (left-right),⿰至攵,"至 = until, 攵 = taskmaster",RSH RTH RTK,RSH2::L22 RTH2::L22 RTK1v5::L23
臼,mortar,,,2063,,{112} + floor + floor,⿴ (surround),⿴{112}⿰一一,一 = floor,RTK,RTK3v2::CH01 primitive
臽,pothole,,,,"xiàn: pitfall, trap (archaic)",mortar + bound up,⿱ (top-bottom),⿱⺈臼,"臼 = mortar, 勹 = bound up",,primitive
舀,scoop,,,,"yǎo: to ladle out, to scoop up",claw + mortar,⿱ (top-bottom),⿱爫臼,"爪 = claw, 臼 = mortar",,primitive
舅,mother's brother / father-in-law,2914,2961,2064,jiù: maternal uncle,mortar + male,⿱ (top-bottom),⿱臼男,"臼 = mortar, 男 = male",RSH RTH RTK,RSH2::L55 RTH2::L55 RTK3v2::CH01
興,excitement / entertain,1060,,1426,"xīng: to rise, to flourish, to become popular, to start | xìng: feeling or desire to do sth, interest in sth, excitement",{71} + {50} + floor + monks + floor + drop + ㇏,⿳ (top-mid-bottom),⿳⿴𦥑同一八,"一 = floor, 同 = monks, 丿 = drop",RTH RTK,RTH1::L36 RTK1v5::L37
舌,tongue,38,40,41,shé: tongue,mouth + thousand,⿱ (top-bottom),⿱千口,"口 = mouth, 千 = thousand",RSH RTH RTK,RSH1::L03 RTH1::L03 RTK1v5::L03
舎,cottage,,,316,,umbrella + floor + walking stick + floor + mouth,⿱ (top-bottom),⿱𠆢𠮷,"𠆢 = umbrella, 一 = floor, 丨 = walking stick, 口 = mouth",RTK,RTK1v5::L14
舗,shop,,,1839,,umbrella + floor + walking stick + floor + mouth + dog tag,⿰ (left-right),⿰舎甫,"𠆢 = umbrella, 一 = floor, 丨 = walking stick, 口 = mouth, 甫 = dog tag",RTK,RTK1v5::L49
舘,Bldg. [old],,,2980,,abode + bureaucrat,⿰ (left-right),⿰舍官,"舍 = abode, 官 = bureaucrat",RTK,RTK3v2::CH06
舛,sunglasses,,,,"chuǎn: mistaken, erroneous, contradictory",evening + monocle,⿰ (left-right),⿰夕㐄,"夕 = evening, 年 = monocle",,primitive
舜,rose of Sharon,,,2915,,dropdrop + eyedropper + eyedropper + dropdrop + crown + sunglasses,⿳ (top-mid-bottom),⿳爫冖舛,"㇒ = dropdrop, 丶 = eyedropper, 冖 = crown, 舛 = sunglasses",RTK,RTK3v2::CH03
舞,dance,1294,1344,1774,"wǔ: to dance, to wield, to brandish",reclining + evening + monocle,⿱ (top-bottom),⿱{56}舛,"𠂉 = reclining, 夕 = evening, 年 = monocle",RSH RTH RTK,RSH1::L45 RTH1::L45 RTK1v5::L46 primitive
舟,boat,1350,1394,1868,zhōu: boat,a drop of + glass cover,⿻ (overlaid),⿻𠔾⿱丶丶,"丶 = a drop of, 冂 = glass cover",RSH RTH RTK,RSH1::L49 RTH1::L49 RTK1v5::L50
航,navigate,2760,2822,1870,"háng: boat, ship, craft, to navigate",boat + whirlwind,⿰ (left-right),⿰舟亢,"舟 = boat, 亢 = whirlwind",RSH RTH RTK,RSH2::L49 RTH2::L49 RTK1v5::L50
般,sort / carrier,1352,1396,1871,"pán: see 般樂|般乐[pán lè] | bān: sort, kind, class, way",boat + missile,⿰ (left-right),⿰舟殳,"舟 = boat, 殳 = missile",RSH RTH RTK,RSH1::L49 RTH1::L49 RTK1v5::L50
舵,rudder,,2823,2674,"duò: helm, rudder",boat + it,⿰ (left-right),⿰舟它,"舟 = boat, 它 = it",RSH RTK,RSH2::L49 RTK3v2::CH02
舶,liner,2759,2820,1869,"bó: sea-going vessels, ship",boat + dove,⿰ (left-right),⿰舟白,"舟 = boat, 白 = dove",RSH RTH RTK,RSH2::L49 RTH2::L49 RTK1v5::L50
舷,gunwale,,,2675,,boat + mysterious,⿰ (left-right),⿰舟玄,"舟 = boat, 玄 = mysterious",RTK,RTK3v2::CH02
船,ship,1351,1395,1874,"chuán: boat, vessel, ship, CL:條|条[tiáo],艘[sōu],隻|只[zhī]",boat + belch,⿰ (left-right),⿰舟⿱𠘧口,"舟 = boat, 囧船－舟 = belch",RSH RTH RTK,RSH1::L49 RTH1::L49 RTK1v5::L50
艇,light boat / rowboat,2761,2825,1876,"tǐng: vessel, small ship",boat + royal court,⿰ (left-right),⿰舟廷,"舟 = boat, 廷 = royal court",RSH RTH RTK,RSH2::L49 RTH2::L49 RTK1v5::L50
艘,vessels / small craft,2922,2968,2068,"sōu: classifier for ships, Taiwan pr. [sāo]",boat + cake mixer,⿰ (left-right),⿰舟叟,"舟 = boat, 叟 = cake mixer",RSH RTH RTK,RSH2::L55 RTH2::L55 RTK3v2::CH01
艦,warship,2762,,1875,jiàn: warship,boat + box + walking stick + {50} + walking stick + dropdrop + floor + eyedropper + glass cover + floor + walking stick + walking stick,⿰ (left-right),⿰舟監,"舟 = boat, 匚 = box, 丨 = walking stick, ㇒ = dropdrop, 一 = floor, 丶 = eyedropper, 冂 = glass cover",RTH RTK,RTH2::L49 RTK1v5::L50
艮,silver,,,,"gèn: one of the Eight Trigrams 八卦[bā guà], symbolizing mountain, ☶ | gěn: blunt, tough, chewy",𠄌 + {50} + floor + {24},⿸ (top-left-wrap),⿸⿰𠄌𫜹{24},一 = floor,,primitive
良,high-quality / good,1093,1153,1468,"liáng: good, very, very much",a drop of + silver,⿱ (top-bottom),⿱丶艮,"丶 = a drop of, 艮 = silver",RSH RTH RTK,RSH1::L37 RTH1::L37 RTK1v5::L38 primitive
色,color,1283,1332,1753,"sè: color, CL:種|种[zhǒng], look, appearance | shǎi: color, dice",bound up + mosaic,⿱ (top-bottom),⿱⺈巴,"勹 = bound up, 巴 = mosaic",RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
艶,glossy,,,1755,,bent + floor + mouth + animal horns + floor + color,⿰ (left-right),⿰豊色,"曲 = bent, 一 = floor, 口 = mouth, 丷 = animal horns, 色 = color",RTK,RTK1v5::L45
艹,flower,,,,cǎo: grass radical 草字頭兒|草字头儿[cǎo zì tóu r],floor + walking stick + walking stick,⿻ (overlaid),⿻一⿰丨丨,"一 = floor, 丨 = walking stick",,primitive
芋,potato,,,1655,,floor + walking stick + walking stick + clothing conveyor,⿱ (top-bottom),⿱艹于,"一 = floor, 丨 = walking stick, 于 = clothing conveyor",RTK,RTK1v5::L43
芙,hibiscus (A) / lotus flower,3034,2989,2361,"fú: see 芙蓉[fú róng], lotus",flower + husband,⿱ (top-bottom),⿱艹夫,"艹 = flower, 夫 = husband",RSH RTH RTK,RSH2::Compounds RTH2::Postscript 1 RTK3v2::CH02
芝,sesame / turf,2199,2252,1216,zhī: Zoysia pungens,flower + sign of Zorro,⿱ (top-bottom),⿱艹之,"艹 = flower, 之 = sign of Zorro",RSH RTH RTK,RSH2::L31 RTH2::L31 RTK1v5::L32
芥,mustard,,,2376,,floor + walking stick + walking stick + introduce,⿱ (top-bottom),⿱艹介,"一 = floor, 丨 = walking stick, 介 = introduce",RTK,RTK3v2::CH02
芦,reeds / hollow reed,,2156,2364,"lú: rush, reed, Phragmites communis",flower + door,⿱ (top-bottom),⿱艹户,"艹 = flower, 户 = door",RSH RTK,RSH2::L28 RTK3v2::CH02
芭,plantain,,,2386,,floor + walking stick + walking stick + snakeskin + walking stick,⿱ (top-bottom),⿱艹巴,"一 = floor, 丨 = walking stick, 巳 = snakeskin",RTK,RTK3v2::CH02
芯,wick,,,2368,,floor + walking stick + walking stick + dropdrop + hook + eyedropper + eyedropper,⿱ (top-bottom),⿱艹心,"一 = floor, 丨 = walking stick, ㇒ = dropdrop, 乚 = hook, 丶 = eyedropper",RTK,RTK3v2::CH02
花,flower,772,833,1009,"huā: flower, blossom, CL:朵[duǒ],支[zhī],束[shù],把[bǎ],盆[pén],簇[cù], fancy pattern",flower + transform,⿱ (top-bottom),⿱艹化,"艹 = flower, 化 = transform",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L27
芳,aromatic / perfumed,1699,1729,493,fāng: fragrant,compass + flower,⿱ (top-bottom),⿱艹方,"方 = compass, 艹 = flower",RSH RTH RTK,RSH2::L19 RTH2::L19 RTK1v5::L19
芸,technique,,,421,,floor + walking stick + walking stick + two + 𠃋 + eyedropper,⿱ (top-bottom),⿱艹云,"一 = floor, 丨 = walking stick, 二 = two, 丶 = eyedropper",RTK,RTK1v5::L18
芹,celery / parsley,2123,2185,2396,qín: Chinese celery,flower + tomahawk,⿱ (top-bottom),⿱艹斤,"艹 = flower, 斤 = tomahawk",RSH RTH RTK,RSH2::L30 RTH2::L30 RTK3v2::CH02
芻,hay,,,2084,,dropdrop + clothes hanger + pit + drop + dropdrop + clothes hanger + pit + drop,⿱ (top-bottom),⿱⿹勹䶹⿹勹䶹,"㇒ = dropdrop, 𠃌 = clothes hanger, 凵 = pit, 丿 = drop",RTK,RTK3v2::CH01
芽,sprout / bud,2782,2842,1905,"yá: bud, sprout",flower + tusk,⿱ (top-bottom),⿱艹牙,"艹 = flower, 牙 = tusk",RSH RTH RTK,RSH2::L51 RTH2::L51 RTK1v5::L52
苅,mow,,,2387,,floor + walking stick + walking stick + sheaf + walking stick + 亅,⿱ (top-bottom),⿱艹刈,"一 = floor, 丨 = walking stick, 㐅 = sheaf",RTK,RTK3v2::CH02
苑,garden,,,1419,,floor + walking stick + walking stick + nameplate,⿱ (top-bottom),⿱艹夗,"一 = floor, 丨 = walking stick, 夗 = nameplate",RTK,RTK1v5::L37
苓,cocklebur,,,2382,,floor + walking stick + walking stick + orders,⿱ (top-bottom),⿱艹令,"一 = floor, 丨 = walking stick, 令 = orders",RTK,RTK3v2::CH02
苔,moss,,,2356,,floor + walking stick + walking stick + platform,⿱ (top-bottom),⿱艹台,"一 = floor, 丨 = walking stick, 台 = platform",RTK,RTK3v2::CH02
苗,seedling,221,235,234,"Miáo: Hmong or Miao ethnic group of southwest China, surname Miao | miáo: sprout",rice field + brains + flower,⿱ (top-bottom),⿱艹田,"田 = rice field, 田 = brains, 艹 = flower",RSH RTH RTK,RSH1::L10 RTH1::L10 RTK1v5::L10 primitive
苛,exacting / bullying,1562,1582,2373,"kē: severe, exacting",flower + can,⿱ (top-bottom),⿱艹可,"艹 = flower, 可 = can",RSH RTH RTK,RSH2::L10 RTH2::L10 RTK3v2::CH02
若,as if / young,212,226,223,"ruò: to seem, like, as, if",flower + right,⿱ (top-bottom),⿱艹右,"艹 = flower, 右 = right",RSH RTH RTK,RSH1::L10 RTH1::L10 RTK1v5::L10
苦,suffering,214,229,225,"kǔ: bitter, hardship, pain, to suffer",flower + ancient,⿱ (top-bottom),⿱艹古,"艹 = flower, 古 = ancient",RSH RTH RTK,RSH1::L10 RTH1::L10 RTK1v5::L10
苫,thatching,,,2397,,floor + walking stick + walking stick + tell fortunes,⿱ (top-bottom),⿱艹占,"一 = floor, 丨 = walking stick, 占 = tell fortunes",RTK,RTK3v2::CH02
英,England,1278,1325,1741,"Yīng: United Kingdom, British, England, English | yīng: brave",flower + center,⿱ (top-bottom),⿱艹央,"艹 = flower, 央 = center",RSH RTH RTK,RSH1::L44 RTH1::L44 RTK1v5::L45
苺,strawberry,,,2350,,floor + walking stick + walking stick + breasts,⿱ (top-bottom),⿱艹母,"一 = floor, 丨 = walking stick, 母 = breasts",RTK,RTK3v2::CH02
茂,lush / overgrown,340,367,360,mào: luxuriant,parade + flower,⿱ (top-bottom),⿱艹戊,"戊 = parade, 艹 = flower",RSH RTH RTK,RSH1::L16 RTH1::L16 RTK1v5::L16
茄,eggplant,1928,1991,2372,"jiā: phonetic character used in loanwords for the sound ""jia"", although 夹 is more common | qié: eggplant",flower + add,⿱ (top-bottom),⿱艹加,"艹 = flower, 加 = add",RSH RTH RTK,RSH2::L24 RTH2::L24 RTK3v2::CH02
茅,thatch / grassy reed,2209,2262,2385,"máo: reeds, rushes",flower + spear,⿱ (top-bottom),⿱艹矛,"艹 = flower, 矛 = spear",RSH RTH RTK,RSH2::L32 RTH2::L32 RTK3v2::CH02
茉,jasmine,,,2348,,floor + walking stick + walking stick + last,⿱ (top-bottom),⿱艹末,"一 = floor, 丨 = walking stick, 末 = last",RTK,RTK3v2::CH02
茎,plant stem / stalk,,2405,715,"jīng: stalk, stem, CL:條|条[tiáo]",flower + spool,⿱ (top-bottom),⿱艹𢀖,"艹 = flower, 𢀖 = spool",RSH RTK,RSH2::L35 RTK1v5::L23
茜,madder red,,,2407,,floor + walking stick + walking stick + Old West,⿱ (top-bottom),⿱艹西,"一 = floor, 丨 = walking stick, 西 = Old West",RTK,RTK3v2::CH02
茨,briar,,,472,,floor + walking stick + walking stick + next,⿱ (top-bottom),⿱艹次,"一 = floor, 丨 = walking stick, 次 = next",RTK,RTK1v5::L18
茶,tea,243,261,252,"chá: tea, tea plant, CL:杯[bēi],壺|壶[hú]",flower + wooden pole + umbrella,⿳ (top-mid-bottom),⿳艹𠆢朩,"艹 = flower, 木 = wooden pole, 𠆢 = umbrella",RSH RTH RTK,RSH1::L12 RTH1::L12 RTK1v5::L12
茸,mushroom,,,2394,,floor + walking stick + walking stick + ear,⿱ (top-bottom),⿱艹耳,"一 = floor, 丨 = walking stick, 耳 = ear",RTK,RTK3v2::CH02
草,grass,213,227,224,"cǎo: grass, straw, manuscript, draft (of a document) | cào: variant of 肏[cào]",flower + early,⿱ (top-bottom),⿱艹早,"艹 = flower, 早 = early",RSH RTH RTK,RSH1::L10 RTH1::L10 RTK1v5::L10
荒,wasteland / laid waste,1693,1725,488,"huāng: desolate, shortage, scarce, out of practice",mango + flood,⿱ (top-bottom),⿱艹巟,"芒 = mango, 川 = flood",RSH RTH RTK,RSH2::L19 RTH2::L19 RTK1v5::L19
荘,villa,,,322,,floor + walking stick + walking stick + robust,⿱ (top-bottom),⿱艹壮,"一 = floor, 丨 = walking stick, 壮 = robust",RTK,RTK1v5::L14
荷,Holland / baggage,2040,2101,1013,"Hé: Holland, the Netherlands, abbr. for 荷蘭|荷兰[Hé lán] | hé: lotus | hè: to carry on one's shoulder or back, burden, responsibility",flower + whatwhichwhowherewhy?,⿱ (top-bottom),⿱艹何,"艹 = flower, 何 = whatwhichwhowherewhy?",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK1v5::L27
荻,reed,,,242,,floor + walking stick + walking stick + chihuahua + flames,⿱ (top-bottom),⿱艹狄,"一 = floor, 丨 = walking stick, 犭 = chihuahua, 火 = flames",RTK,RTK1v5::L11
莉,jasmine / hawthorn,3022,3010,2349,lì: jasmine,floor + walking stick + walking stick + profit,⿱ (top-bottom),⿱艹利,"一 = floor, 丨 = walking stick, 利 = profit",RSH RTH RTK,RSH2::Postscript 1 RTH2::Postscript 1 RTK3v2::CH02
莞,candle rush,,,2408,,floor + walking stick + walking stick + finish,⿱ (top-bottom),⿱艹完,"一 = floor, 丨 = walking stick, 完 = finish",RTK,RTK3v2::CH02
莨,tobacco,,,2347,,floor + walking stick + walking stick + halo,⿱ (top-bottom),⿱艹良,"一 = floor, 丨 = walking stick, 良 = halo",RTK,RTK3v2::CH02
莫,nobody / shalt,217,231,2105,"mò: do not, there is none who",flower + sun + St. Bernard dog,⿱ (top-bottom),⿱艹旲,"艹 = flower, 日 = sun, 大 = St. Bernard dog",RSH RTH RTK,RSH1::L10 RTH1::L10 RTK3v2::CH01 primitive
菅,sedge,,,2410,,floor + walking stick + walking stick + bureaucrat,⿱ (top-bottom),⿱艹官,"一 = floor, 丨 = walking stick, 官 = bureaucrat",RTK,RTK3v2::CH02
菊,chrysanthemum,1973,2034,927,jú: chrysanthemum,flower + bound up + rice,⿱ (top-bottom),⿱艹匊,"艹 = flower, 勹 = bound up, 米 = rice",RSH RTH RTK,RSH2::L25 RTH2::L25 RTK1v5::L26
菌,fungus / germ,1957,2014,918,"jūn: germ, bacteria | jùn: mold, mushroom",flower + pent in + wild rice,⿱ (top-bottom),⿱艹囷,"艹 = flower, 囗 = pent in, 禾 = wild rice",RSH RTH RTK,RSH2::L25 RTH2::L25 RTK1v5::L26
菓,candy,,,1122,,floor + walking stick + walking stick + fruit,⿱ (top-bottom),⿱艹果,"一 = floor, 丨 = walking stick, 果 = fruit",RTK,RTK1v5::L30
菖,iris,,,2366,,floor + walking stick + walking stick + prosperous,⿱ (top-bottom),⿱艹昌,"一 = floor, 丨 = walking stick, 昌 = prosperous",RTK,RTK3v2::CH02
菜,vegetable,616,666,734,"cài: dish (type of food), vegetables, vegetable, cuisine",flower + pick,⿱ (top-bottom),⿱艹采,"艹 = flower, 采 = pick",RSH RTH RTK,RSH1::L22 RTH1::L22 RTK1v5::L23
菩,bodhisattva / bo tree,1691,1721,2957,pú: Bodhisattva,flower + muzzle,⿱ (top-bottom),⿱艹咅,"艹 = flower, 咅 = muzzle",RSH RTH RTK,RSH2::L19 RTH2::L19 RTK3v2::CH05
菫,violet,,,2099,,floor + walking stick + walking stick + floor + mouth + floor + walking stick + floor + floor,⿱ (top-bottom),⿱艹⿱一⿻口龶,"一 = floor, 丨 = walking stick, 口 = mouth",RTK,RTK3v2::CH01
華,splendor,1181,,1581,"Huá: abbr. for China | Huà: Mt Hua 華山|华山 in Shaanxi, surname Hua | huá: magnificent, splendid, flowery",floor + walking stick + walking stick + {62},⿱ (top-bottom),⿱艹{62},"一 = floor, 丨 = walking stick",RTH RTK,RTH1::L39 RTK1v5::L40
菰,rush mat,,,2383,,floor + walking stick + walking stick + orphan,⿱ (top-bottom),⿱艹孤,"一 = floor, 丨 = walking stick, 孤 = orphan",RTK,RTK3v2::CH02
菱,water caltrop / diamond,2497,2349,1517,"líng: Trapa natans, water caltrop",flower + Minuteclods,⿱ (top-bottom),⿱艹夌,"艹 = flower, 夌 = Minuteclods",RSH RTH RTK,RSH2::L34 RTH2::L38 RTK1v5::L39
萄,grapes (B) / grape vine,2996,2994,2379,táo: grapes,flower + canteen,⿱ (top-bottom),⿱艹匋,"艹 = flower, 匋 = canteen",RSH RTH RTK,RSH2::Compounds RTH2::Compounds RTK3v2::CH02
萌,bud / germinate,1561,1580,2377,"méng: to sprout, to bud, to have a strong affection for (slang), adorable (loanword from Japanese 萌え moe, slang describing affection for a cute character)",flower + bright,⿱ (top-bottom),⿱艹明,"艹 = flower, 明 = bright",RSH RTH RTK,RSH2::L10 RTH2::L10 RTK3v2::CH02
萎,wilt / numb,1947,2022,2355,"wēi: spiritless, withered | wěi: wither",flower + committee,⿱ (top-bottom),⿱艹委,"艹 = flower, 委 = committee",RSH RTH RTK,RSH2::L25 RTH2::L25 RTK3v2::CH02
萩,bush clover,,,2351,,floor + walking stick + walking stick + autumn,⿱ (top-bottom),⿱艹秋,"一 = floor, 丨 = walking stick, 秋 = autumn",RTK,RTK3v2::CH02
萬,ten thousand / ten thousand [old],1401,,2969,"wàn: ten thousand, a great number",floor + walking stick + walking stick + Talking Cricket,⿱ (top-bottom),⿱艹禺,"一 = floor, 丨 = walking stick, 禺 = Talking Cricket",RTH RTK,RTH1::L52 RTK3v2::CH06
落,fall,287,316,299,"lào: see 落[luò] | là: to leave out, to be missing, to leave behind or forget to bring, to lag or fall behind | luò: to fall or drop, (of the sun) to set, (of a tide) to go out, to lower",L.A. + flower,⿱ (top-bottom),⿱艹洛,"洛 = L.A., 艹 = flower",RSH RTH RTK,RSH1::L13 RTH1::L13 RTK1v5::L13
葉,leaf,216,,228,"yè: leaf, page, lobe, (historical) period",floor + walking stick + walking stick + family tree,⿱ (top-bottom),⿱艹枼,"一 = floor, 丨 = walking stick, 枼 = family tree",RTH RTK,RTH1::L10 RTK1v5::L10
著,-ing / author / renowned,960,1040,1258,"zhāo: (chess) move, trick, all right!, (dialect) to add | zháo: to touch, to come in contact with, to feel, to be affected by | zhe: aspect particle indicating action in progress | zhuó: to wear (clothes), to contact, to use, to apply",flower + puppet,⿱ (top-bottom),⿱艹者,"艹 = flower, 者 = puppet",RSH RTH RTK,RSH1::L33 RTH1::L33 RTK1v5::L34
葛,kudzu,2058,2108,2398,"gé: kudzu (Pueraria lobata), hemp cloth",flower + siesta,⿱ (top-bottom),⿱艹曷,"艹 = flower, 曷 = siesta",RSH RTH RTK,RSH2::L26 RTH2::L26 RTK3v2::CH02
葡,grapes (A),2995,2993,2378,"Pú: Portugal, Portuguese, abbr. for 葡萄牙[Pú táo yá] | pú: grapes",flower + bound up + dog tag,⿱ (top-bottom),⿱艹匍,"艹 = flower, 勹 = bound up, 甫 = dog tag",RSH RTH RTK,RSH2::Compounds RTH2::Compounds RTK3v2::CH02
葦,ditch reed,,,2411,,floor + walking stick + walking stick + ㇯ + mouth + floor + 𠃋 + walking stick,⿱ (top-bottom),⿱艹韋,"一 = floor, 丨 = walking stick, 口 = mouth",RTK,RTK3v2::CH02
葬,inter / interment,665,716,816,"zàng: to bury (the dead), to inter",flower + death + two hands,⿳ (top-mid-bottom),⿳艹死廾,"艹 = flower, 死 = death, 开 = two hands",RSH RTH RTK,RSH1::L24 RTH1::L24 RTK1v5::L25
葱,onion,,2131,2389,"cōng: scallion, green onion",flower + hurriedly + heart,⿱ (top-bottom),⿱艹怱,"艹 = flower, 匆 = hurriedly, 心 = heart",RSH RTK,RSH2::L28 RTK3v2::CH02
葵,large-flowered plants / hollyhock,2629,2692,2391,kuí: sunflower,flower + teepee + heavens,⿱ (top-bottom),⿱艹癸,"艹 = flower, 癶 = teepee, 天 = heavens",RSH RTH RTK,RSH2::L43 RTH2::L43 RTK3v2::CH02
葺,shingling,,,2392,,floor + walking stick + walking stick + mouth + ear,⿱ (top-bottom),⿱艹咠,"一 = floor, 丨 = walking stick, 口 = mouth, 耳 = ear",RTK,RTK3v2::CH02
蒐,search for / collector,3033,,2409,"sōu: madder (Rubia cordifolia), to hunt for, to gather, to collect",floor + walking stick + walking stick + ghost,⿱ (top-bottom),⿱艹鬼,"一 = floor, 丨 = walking stick, 鬼 = ghost",RTH RTK,RTH2::Postscript 1 RTK3v2::CH02
蒔,sowing,,,2395,,floor + walking stick + walking stick + pent in + floor + Buddhist temple,⿱ (top-bottom),⿱艹時,"一 = floor, 丨 = walking stick, 囗 = pent in, 寺 = Buddhist temple",RTK,RTK3v2::CH02
蒙,Mongolia / darken,1719,2125,2384,"méng: drizzle, mist, blind, dim sighted | mēng: to deceive, to cheat, to hoodwink, to make a wild guess | Měng: Mongol ethnic group, abbr. for Mongolia 蒙古國|蒙古国[Měng gǔ guó], Taiwan pr. [Méng]",greenhouse + ceiling + sow,⿱ (top-bottom),⿱艹冡,"囧荣－木 = greenhouse, 一 = ceiling, 豕 = sow",RSH RTH RTK,RSH2::L27 RTH2::L20 RTK3v2::CH02
蒜,garlic,2107,2166,2404,"suàn: garlic, CL:頭|头[tóu],瓣[bàn]",altar + flower,⿱ (top-bottom),⿱艹祘,"坛 = altar, 艹 = flower",RSH RTH RTK,RSH2::L29 RTH2::L29 RTK3v2::CH02
蒲,cattail / bullrush,2730,2792,1838,"pú: refers to various monocotyledonous flowering plants including Acorus calamus and Typha orientalis, common cattail, bullrush",river mouth + flower,⿱ (top-bottom),⿱艹浦,"浦 = river mouth, 艹 = flower",RSH RTH RTK,RSH2::L48 RTH2::L48 RTK1v5::L49
蒸,steam,1373,1413,1900,"zhēng: to evaporate, (of cooking) to steam, torch made from hemp stalks or bamboo (old), finely chopped firewood (old)",flower + floor + cooking fire + -ed + water,⿱ (top-bottom),⿱艹烝,"艹 = flower, 一 = floor, 火 = cooking fire, 了 = -ed, 水 = water",RSH RTH RTK,RSH1::L50 RTH1::L50 RTK1v5::L51
蒼,ash-colored / pale blue,2558,,2399,"cāng: dark blue, deep green, ash-gray",floor + walking stick + walking stick + umbrella + eyedropper + drop + {50} + floor + mouth,⿱ (top-bottom),⿱艹倉,"一 = floor, 丨 = walking stick, 𠆢 = umbrella, 丶 = eyedropper, 丿 = drop, 口 = mouth",RTH RTK,RTH2::L41 RTK3v2::CH02
